name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
surv_internal_5,surv_internal,,$technology_name_surv_internal_5,1890,1,57,"start, hull(-5), deck_c(-25), detonation(15), engine_d(10), stat(endurance;2.5), armor_str(3), armor_c(-3), antimine(5)",Citadel_0,,$technology_desc_surv_internal_5,,,
surv_internal_6,surv_internal,,$technology_name_surv_internal_6,1902,1,57,"hull(-7), deck_c(-30), detonation(20), engine_d(15), stat(endurance;3.5), armor_str(5), armor_c(-5), antimine(7.5)",Citadel_1,,$technology_desc_surv_internal_6,,,
surv_internal_7,surv_internal,,$technology_name_surv_internal_7,1919,1,57,"hull(-12.5), deck_c(-35), build(-10), detonation(40), flash(10), flash_spread(10), engine_d(25), stat(endurance;6.5), armor_str(10), armor_c(-8), antimine(10), flaws(-6)",Citadel_2,,$technology_desc_surv_internal_7,,,
surv_internal_8,surv_internal,,$technology_name_surv_internal_8,1894,1,57,"hull(-2.5), cost(hull;-20), flooding_stop(15), pump(10)",Anti_Flooding_1,,$technology_desc_surv_internal_8,,,
surv_internal_8_1,surv_internal,,$technology_name_surv_internal_8_1,1897,1,57,"hull(-1.5), cost(hull;-7.5), fire_stop(10), anti_fire(10)",Anti_Flooding_1_1,,$technology_desc_surv_internal_8_1,,,
surv_internal_9,surv_internal,,$technology_name_surv_internal_9,1911,1,57,"hull(-5), cost(hull;-35), flooding_stop(25), pump(20)",Anti_Flooding_2,,$technology_desc_surv_internal_9,,,
surv_internal_10,surv_internal,,$technology_name_surv_internal_10,1929,1,57,"hull(-8), cost(hull;-45), flooding_stop(33.5), pump(25)",Anti_Flooding_3,,$technology_desc_surv_internal_10,,,
surv_internal_10_1,surv_internal,,$technology_name_surv_internal_10_1,1946,1,57,"hull(-10), cost(hull;-55), flooding_stop(25), fire_stop(10), anti_fire(15), pump(15), maintenance_tech(-2.5)",Anti_Flooding_3_1,,$technology_desc_surv_internal_10_1,,,
surv_internal_11,surv_internal,,$technology_name_surv_internal_11,1890,,57,flooding_stop(5),,,$technology_desc_surv_internal_11,,,
surv_internal_12,surv_internal,,$technology_name_surv_internal_12,1891,1,57,flooding_stop(5),,,$technology_desc_surv_internal_12,,,
surv_internal_13,surv_internal,,$technology_name_surv_internal_13,1895,1,57,stat(floatability;2.5),,,$technology_desc_surv_internal_13,,,
surv_internal_14,surv_internal,,$technology_name_surv_internal_14,1903,1,57,flooding_stop(5),,,$technology_desc_surv_internal_14,,,
surv_internal_15,surv_internal,,$technology_name_surv_internal_15,1923,1,57,module_repair(5),,,$technology_desc_surv_internal_15,,,
surv_internal_16,surv_internal,,$technology_name_surv_internal_16,1926,1,57,"anti_fire(25), fire_stop(10), flash_spread(10)",,,$technology_desc_surv_internal_16,,,
surv_internal_17,surv_internal,,$technology_name_surv_internal_17,1935,1,57,module_repair(5),,,$technology_desc_surv_internal_17,,,
surv_internal_18,surv_internal,,$technology_name_surv_internal_18,1900,1,57,"module_repair(10), module_repair_engine(15)",,,$technology_desc_surv_internal_18,,,
surv_internal_19,surv_internal,,$technology_name_surv_internal_19,1895,1,57,heal(20),,,$technology_desc_surv_internal_19,,,
surv_internal_20,surv_internal,,$technology_name_surv_internal_20,1906,1,57,module_repair_engine(35),,,$technology_desc_surv_internal_20,,,
surv_internal_21,surv_internal,,$technology_name_surv_internal_21,1907,1,57,"fire_stop(20), flash_spread(15)",,,$technology_desc_surv_internal_21,,,
surv_internal_22,surv_internal,,$technology_name_surv_internal_22,1902,1,57,heal(20),,,$technology_desc_surv_internal_22,,,
surv_internal_23,surv_internal,,$technology_name_surv_internal_23,1902,1,57,heal(10),,,$technology_desc_surv_internal_23,,,
surv_internal_24,surv_internal,,$technology_name_surv_internal_24,1910,1,57,heal(10),,,$technology_desc_surv_internal_23,,,
surv_internal_25,surv_internal,,$technology_name_surv_internal_25,1923,1,57,heal(10),,,$technology_desc_surv_internal_23,,,
surv_internal_26,surv_internal,,$technology_name_surv_internal_26,1935,1,57,heal(10),,,$technology_desc_surv_internal_23,,,
surv_internal_27,surv_internal,,$technology_name_surv_internal_27,1946,1,57,heal(10),,,$technology_desc_surv_internal_23,,,
surv_internal_28,surv_internal,,$technology_name_surv_internal_28,1955,1,57,heal(20),,,$technology_desc_surv_internal_28,,,
surv_internal_end,surv_internal,,$technology_name_surv_internal_end,1960,1,110,"end, flash(0.5), flash_spread(0.5), anti_fire(0.5), module_repair(2), module_repair_engine(2.5), heal(0.1)",,,$technology_desc_surv_internal_end,The newest fire-fighting equipment found on board ships and the specialized training of the personnel provides better fire fighting capabilities. *Fire extinguishing +10%*,,
# $techType_name_gun_layout,gun_layout,,,,,,,,,,,,
gun_layout_1,gun_layout,,$technology_name_gun_layout_1,1890,,65,"start, weight(tower_main;50), weight(tower_sec;50), main_center(3), main_side(0), super(0), main_barrels(2;bb;bc;ca), sec_barrels(0), sec_caliber(6), var(use_main_side_guns;0)",,,$technology_desc_gun_layout_1,,,
gun_layout_2,gun_layout,,$technology_name_gun_layout_2,1890,,65,"start, main_barrels(1)",,,$technology_desc_gun_layout_2,,,
gun_layout_3,gun_layout,,$technology_name_gun_layout_3,1891,,65,sec_caliber(7),,"1894, 2",$technology_desc_gun_layout_3,,,
gun_layout_4,gun_layout,,$technology_name_gun_layout_4,1893,,65,sec_caliber(8),,"1897, 1",$technology_desc_gun_layout_4,,,
gun_layout_5,gun_layout,,$technology_name_gun_layout_5,1890,,65,"start, main_side(2)",,,$technology_desc_gun_layout_5,,,
gun_layout_6,gun_layout,,$technology_name_gun_layout_6,1890,,65,"start, main_side(4)",,,$technology_desc_gun_layout_6,,,
gun_layout_7,gun_layout,,$technology_name_gun_layout_7,1902,1,65,main_side(6),,,$technology_desc_gun_layout_7,,,
gun_layout_8,gun_layout,,$technology_name_gun_layout_8,1924,1,65,main_side(8),,,$technology_desc_gun_layout_8,,,
gun_layout_9,gun_layout,,$technology_name_gun_layout_9,1911,1,65,main_center(4),,,$technology_desc_gun_layout_9,,,
gun_layout_10,gun_layout,,$technology_name_gun_layout_10,1912,1,65,main_center(5),,,$technology_desc_gun_layout_10,,,
gun_layout_11,gun_layout,,$technology_name_gun_layout_11,1915,1,65,main_center(6),,,$technology_desc_gun_layout_11,,,
gun_layout_12,gun_layout,,$technology_name_gun_layout_12,1920,1,65,main_center(7),,,$technology_desc_gun_layout_12,,,
gun_layout_13,gun_layout,,$technology_name_gun_layout_13,1902,1,65,super(1),,,$technology_desc_gun_layout_13,,,
gun_layout_14,gun_layout,,$technology_name_gun_layout_14,1907,1,65,"super(2), var(use_main_side_guns;0)",,,$technology_desc_gun_layout_14,,,
gun_layout_15,gun_layout,,$technology_name_gun_layout_15,1915,1,65,super(3),,,$technology_desc_gun_layout_15,,,
gun_layout_16,gun_layout,,$technology_name_gun_layout_16,1920,1,65,super(4),,,$technology_desc_gun_layout_16,,,
gun_layout_17,gun_layout,,$technology_name_gun_layout_17,1923,1,65,super(5),,,$technology_desc_gun_layout_17,,,
gun_layout_18,gun_layout,,$technology_name_gun_layout_18,1929,1,65,super(6),,,$technology_desc_gun_layout_18,,,
gun_layout_19,gun_layout,,$technology_name_gun_layout_19,1890,,65,"start, detonation(7.5), flash(7.5), flash_explosion(7.5), flash_spread(12.5), weight(gun;-12.5), weight(barbette;-12.5)",barbette_thickness_1,,$technology_desc_gun_layout_19,,,
gun_layout_20,gun_layout,,$technology_name_gun_layout_20,1898,1,65,"detonation(15), flash(12.5), flash_explosion(12.5), flash_spread(20), weight(gun;-17.5), weight(barbette;-17.5)",barbette_thickness_2,,$technology_desc_gun_layout_20,,,
gun_layout_21,gun_layout,,$technology_name_gun_layout_21,1907,1,64,"detonation(20), flash(15), flash_explosion(20), flash_spread(30), weight(gun;-22.5), weight(barbette;-22.5), cost(gun;-3), cost(barbette;-5)",barbette_thickness_3,,$technology_desc_gun_layout_21,,,
gun_layout_22,gun_layout,,$technology_name_gun_layout_22,1923,1,64,"detonation(25), flash(17.5), flash_explosion(25), flash_spread(40), weight(gun;-27.5), weight(barbette;-27.5), cost(gun;-10), cost(barbette;-20), gun_rotation(37.5), engine(-4.5)",barbette_thickness_4,,$technology_desc_gun_layout_22,,,
gun_layout_23,gun_layout,,$technology_name_gun_layout_23,1936,1,64,"detonation(30), flash(20), flash_explosion(30), flash_spread(50), weight(gun;-30), weight(barbette;-30), cost(gun;-10), cost(barbette;-15)",barbette_thickness_5,,$technology_desc_gun_layout_23,,,
gun_layout_23_1,gun_layout,,$technology_name_gun_layout_23_1,1936,1,64,"detonation(17.5), flash(10), flash_explosion(17.5), flash_spread(25), weight(gun;-20), weight(barbette;-20), cost(gun;-3), cost(barbette;-5), gun_rotation(22.5), engine(-2.5)",barbette_thickness_5_1,,$technology_desc_gun_layout_23_1,,,
gun_layout_23_2,gun_layout,,$technology_name_gun_layout_23_2,1936,1,64,"detonation(22.5), flash(15), flash_explosion(20), flash_spread(35), weight(gun;-25), weight(barbette;-25), cost(gun;-7.5), cost(barbette;-10),gun_rotation(45), engine(-3.5)",barbette_thickness_5_2,,$technology_desc_gun_layout_23_2,,,
gun_layout_24,gun_layout,,$technology_name_gun_layout_12_extra,1945,1,64,main_center(8),,,$technology_desc_gun_layout_12_extra,,,
gun_layout_end,gun_layout,,$technology_name_gun_layout_end,1955,1,124,"end, detonation(1), flash(1.5), flash_explosion(1), flash_spread(1), weight(gun;-0.5), weight(barbette;-1)",,,$technology_desc_gun_layout_end,,,
# $techType_name_gun_mech,gun_mech,,,,,,,,,,,,
gun_mech_1,gun_mech,,$technology_name_gun_mech_1,1890,,27,"start, accuracy(-5), accuracy_long(-10), turret_b_reload(2;-50), turret_b_rotation(2;-30), turret_b_accuracy(2;-12), turret_b_reload(3;-70), turret_b_rotation(3;-45), turret_b_accuracy(3;-25), turret_b_reload(4;-85), turret_b_rotation(4;-60), turret_b_accuracy(4;-35), sec_barrels(1;bb;bc;ca;cl;dd;tb), tech_gun_length_limit(2.5), tech_gun_length_limit_small(2), tech_gun_length_limit_casemates(2)",,,$technology_desc_gun_mech_1,Improves Turret Rotation Speed +10%,,
gun_mech_3,gun_mech,,$technology_name_gun_mech_3,1891,1,27,gun_rotation(5),,,$technology_desc_gun_mech_3,Improves Turret Rotation Speed +10%,,
gun_mech_4,gun_mech,,$technology_name_gun_mech_4,1899,1,27,gun_rotation(10),,,$technology_desc_gun_mech_4,Improves Turret Rotation Speed +10%,,
gun_mech_4_1,gun_tech,,$technology_name_gun_mech_4_1,1913,1,27,gun_rotation(5),,,$technology_desc_gun_mech_4_1,Improves Turret Rotation Speed +10%,,
gun_mech_4_2,gun_tech,,$technology_name_gun_mech_4_2,1923,1,27,gun_rotation(5),,,$technology_desc_gun_mech_4_2,Improves Turret Rotation Speed +10%,,
gun_mech_12,gun_mech,,$technology_name_gun_mech_12,1903,1,27,reload(6),,,$technology_desc_gun_mech_12,Reduces Reload and Rotation Penalty for Twin Turrets -15%.,,
gun_mech_13,gun_mech,,$technology_name_gun_mech_13,1910,1,27,reload(6),,,$technology_desc_gun_mech_13,,,
gun_mech_17,gun_mech,,$technology_name_gun_mech_17,1897,1,27,"turret_b_reload(2;10), turret_b_rotation(2;5), turret_b_accuracy(2;5)",,,$technology_desc_gun_mech_17,,,
gun_mech_18,gun_mech,,$technology_name_gun_mech_18,1909,1,27,"turret_b_reload(2;7.5), turret_b_rotation(2;5), turret_b_accuracy(2;5)",,,$technology_desc_gun_mech_18,,,
gun_mech_18_1,gun_mech,,$technology_name_gun_mech_18_1,1929,1,27,"turret_b_reload(2;7.5), turret_b_rotation(2;5), turret_b_accuracy(2;5)",,,$technology_desc_gun_mech_18,,,
gun_mech_18_2,gun_mech,,$technology_name_gun_mech_18_2,1939,1,27,"turret_b_reload(2;5), turret_b_rotation(2;4), turret_b_accuracy(2;4)",,,$technology_desc_gun_mech_18,,,
gun_mech_18_3,gun_mech,,$technology_name_gun_mech_18_3,1949,1,27,"turret_b_reload(2;3), turret_b_rotation(2;2), turret_b_accuracy(2;2)",,,$technology_desc_gun_mech_18,,,
gun_mech_19,gun_mech,,$technology_name_gun_mech_19,1911,1,27,main_barrels(3;bb;bc;ca),,,$technology_desc_gun_mech_19,"Enables large triple turrets (9 inch or higher) for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_20,gun_mech,,$technology_name_gun_mech_20,1919,1,27,"turret_b_reload(3;13.5), turret_b_rotation(3;6), turret_b_accuracy(3;10), turret_b_reload(2;5), turret_b_rotation(2;5), turret_b_accuracy(2;5)",,,$technology_desc_gun_mech_20,,,
gun_mech_21,gun_mech,,$technology_name_gun_mech_21,1924,1,27,"turret_b_reload(3;10), turret_b_rotation(3;6), turret_b_accuracy(3;15), turret_b_reload(2;3), turret_b_rotation(2;3), turret_b_accuracy(2;3)",,,$technology_desc_gun_mech_21,,,
gun_mech_21_1,gun_mech,,$technology_name_gun_mech_21_1,1931,1,27,"turret_b_reload(3;6), turret_b_rotation(3;6), turret_b_accuracy(3;8), turret_b_reload(2;2), turret_b_rotation(2;2), turret_b_accuracy(2;2)",,,$technology_desc_gun_mech_21,,,
gun_mech_21_2,gun_mech,,$technology_name_gun_mech_21_2,1944,1,27,"turret_b_reload(3;4), turret_b_rotation(3;6)",,,$technology_desc_gun_mech_21,,,
gun_mech_22,gun_mech,,$technology_name_gun_mech_22,1919,1,27,main_barrels(4;bb;bc;ca),,,$technology_desc_gun_mech_22,"Enables large quadruple guns (9 inch or higher) for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_23,gun_mech,,$technology_name_gun_mech_23,1927,1,27,"turret_b_reload(4;12.5), turret_b_rotation(4;10), turret_b_accuracy(4;12), turret_b_reload(3;5), turret_b_rotation(3;4), turret_b_accuracy(3;5), turret_b_reload(2;3), turret_b_rotation(2;3), turret_b_accuracy(2;3)",,,$technology_desc_gun_mech_23,,,
gun_mech_24,gun_mech,,$technology_name_gun_mech_24,1935,1,27,"turret_b_reload(4;12.5), turret_b_rotation(4;10), turret_b_accuracy(4;18), turret_b_reload(3;3), turret_b_rotation(3;4), turret_b_accuracy(3;3), turret_b_reload(2;2), turret_b_rotation(2;2), turret_b_accuracy(2;2)",,,$technology_desc_gun_mech_23,,,
gun_mech_24_1,gun_mech,,$technology_name_gun_mech_24_1,1942,1,27,"turret_b_reload(4;7.5), turret_b_rotation(4;5), turret_b_accuracy(4;12), turret_b_reload(3;2), turret_b_rotation(3;1), turret_b_accuracy(3;2), turret_b_reload(2;1), turret_b_rotation(2;1), turret_b_accuracy(2;1)",,,$technology_desc_gun_mech_23,,,
gun_mech_24_2,gun_mech,,$technology_name_gun_mech_24_2,1947,1,27,"turret_b_reload(4;5), turret_b_rotation(4;5), turret_b_accuracy(4;8)",,,$technology_desc_gun_mech_23,,,
gun_mech_25,gun_mech,,$technology_name_gun_mech_25,1893,1,27,"start, sec_barrels(1;cl)",,,$technology_desc_gun_mech_25,Enables double turrets for Light Cruisers.,,
gun_mech_26,gun_mech,,$technology_name_gun_mech_26,1894,1,27,sec_barrels(2;bb;bc;ca),,,$technology_desc_gun_mech_26,"Enables secondary double turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_27,gun_mech,,$technology_name_gun_mech_27,1914,1,27,sec_barrels(3;bb;bc;ca),,,$technology_desc_gun_mech_27,"Enables secondary triple turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_28,gun_mech,,$technology_name_gun_mech_28,1928,1,27,sec_barrels(4;bb;bc;ca),,,$technology_desc_gun_mech_28,"Enables secondary quadruple turrets for Battleships, Battlecruisers, Heavy Cruisers",,
gun_mech_29,gun_mech,,$technology_name_gun_mech_29,1916,1,27,"main_barrels(2;cl), sec_barrels(2;cl)",,,$technology_desc_gun_mech_29,Enables double turrets for Light Cruisers.,,
gun_mech_30,gun_mech,,$technology_name_gun_mech_30,1919,1,27,"main_barrels(2;dd), sec_barrels(2;dd;tb)",,,$technology_desc_gun_mech_30,Enables double turrets for Destroyers.,,
gun_mech_31,gun_mech,,$technology_name_gun_mech_31,1925,1,27,"main_barrels(3;cl), sec_barrels(3;cl)",,,$technology_desc_gun_mech_31,Enables triple turrets for Light Cruisers.,,
gun_mech_32,gun_mech,,$technology_name_gun_mech_32,1927,1,27,"main_barrels(3;dd), main_barrels(2;tb), sec_barrels(3;dd;tb)",,,$technology_desc_gun_mech_32,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_33,gun_mech,,$technology_name_gun_mech_54,1935,1,27,"main_barrels(4;cl), sec_barrels(4;cl)",,,$technology_desc_gun_mech_54,Enables triple turrets for Light Cruisers.,,
gun_mech_34,gun_mech,,$technology_name_gun_mech_33,1895,1,27,tech_gun_length_limit(5),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_35,gun_mech,,$technology_name_gun_mech_34,1899,1,27,tech_gun_length_limit(7.5),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_36,gun_mech,,$technology_name_gun_mech_35,1904,1,27,tech_gun_length_limit(10),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_37,gun_mech,,$technology_name_gun_mech_36,1909,1,27,tech_gun_length_limit(12.5),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_38,gun_mech,,$technology_name_gun_mech_37,1918,1,27,tech_gun_length_limit(15),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_39,gun_mech,,$technology_name_gun_mech_38,1926,1,27,tech_gun_length_limit(17.5),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_40,gun_mech,,$technology_name_gun_mech_39,1934,1,27,tech_gun_length_limit(20),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_41,gun_mech,,$technology_name_gun_mech_40,1942,1,27,tech_gun_length_limit(22),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_41_1,gun_mech,,$technology_name_gun_mech_41_1,1954,1,27,tech_gun_length_limit(25),,,$technology_desc_gun_mech_33,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_42,gun_mech,,$technology_name_gun_mech_41,1894,1,27,tech_gun_length_limit_small(5),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_43,gun_mech,,$technology_name_gun_mech_42,1899,1,27,tech_gun_length_limit_small(8),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_44,gun_mech,,$technology_name_gun_mech_43,1905,1,27,tech_gun_length_limit_small(10),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_45,gun_mech,,$technology_name_gun_mech_44,1911,1,27,tech_gun_length_limit_small(12),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_46,gun_mech,,$technology_name_gun_mech_45,1916,1,27,tech_gun_length_limit_small(14),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_47,gun_mech,,$technology_name_gun_mech_46,1924,1,27,tech_gun_length_limit_small(16),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_48,gun_mech,,$technology_name_gun_mech_47,1932,1,27,tech_gun_length_limit_small(18),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_49,gun_mech,,$technology_name_gun_mech_48,1940,1,27,tech_gun_length_limit_small(20),,,$technology_desc_gun_mech_41,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_50,gun_mech,,$technology_name_gun_mech_49,1895,1,27,tech_gun_length_limit_casemates(5),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_51,gun_mech,,$technology_name_gun_mech_50,1902,1,27,tech_gun_length_limit_casemates(7),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_52,gun_mech,,$technology_name_gun_mech_51,1906,1,27,tech_gun_length_limit_casemates(9),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_53,gun_mech,,$technology_name_gun_mech_52,1912,1,27,tech_gun_length_limit_casemates(12),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_54,gun_mech,,$technology_name_gun_mech_53,1917,1,27,tech_gun_length_limit_casemates(15),,,$technology_desc_gun_mech_49,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
gun_mech_end,gun_mech,,$technology_name_gun_mech_end,1959,3,120,"end, reload(1), weight(gun;-0.5), cost(gun;-2.5), aim(1), gun_rotation(1)",,,$technology_desc_gun_mech_end,"Enables secondary single turrets for Battleships, Battlecruisers, Heavy Cruisers.",,
# $techType_name_gun_tech,gun_tech,,,,,,,,,,,,
gun_mech_2,gun_tech,,$technology_name_gun_mech_2,1890,,27,"start, accuracy(1), aim(5)",turret_traverse_0,,$technology_desc_gun_mech_2,,,
gun_mech_2_1,gun_tech,,$technology_name_gun_mech_2_1,1890,1,27,"start, accuracy(3), accuracy_long(5), aim(12.5), gun_rotation(-17.5), engine(-1.5), weight(gun;-10)",turret_traverse_1_1,,$technology_desc_gun_mech_2_1,,,
gun_mech_5,gun_tech,,$technology_name_gun_mech_5,1890,1,27,"start, gun_rotation(22.5), engine(-2.5), weight(gun;-7.5)",turret_traverse_1,,$technology_desc_gun_mech_5,,,
gun_mech_6,gun_tech,,$technology_name_gun_mech_6,1896,1,27,"gun_rotation(37.5), hull(-3), weight(gun;-4), cost(gun;-5), flash_spread(-7.5), flash_explosion(-5), flaws(-5)",turret_traverse_2,,$technology_desc_gun_mech_6,,,
gun_mech_7,gun_tech,,$technology_name_gun_mech_7,1905,1,27,"gun_rotation(55), hull(-3.5), engine(-3.5), weight(gun;-2.5), cost(gun;-8.5), flash_spread(-5), flash_explosion(-2.5), flaws(-7)",turret_traverse_3,,$technology_desc_gun_mech_7,,,
gun_mech_2_2,gun_tech,,$technology_name_gun_mech_2_2,1909,1,27," accuracy(5), accuracy_long(8), aim(20), flash_spread(-7.5), flash_explosion(-5), gun_rotation(-22.5), engine(-3.5), weight(gun;-10)",turret_traverse_1_2,,$technology_desc_gun_mech_2_2,,,
gun_mech_8,gun_tech,,$technology_name_gun_mech_8,1924,1,27,"gun_rotation(72.5), hull(-4), weight(gun;-6.5), cost(gun;-10), flash_spread(-13.5), flash_explosion(-6), flaws(-10)",turret_traverse_4,,$technology_desc_gun_mech_8,,,
gun_mech_2_3,gun_tech,,$technology_name_gun_mech_2_3,1926,1,27," accuracy(7), accuracy_long(10), aim(25), flash_spread(-7.5), flash_explosion(-5),  gun_rotation(-32.5), engine(-4.5), weight(gun;-10)",turret_traverse_1_3,,$technology_desc_gun_mech_2_3,,,
gun_mech_2_4,gun_tech,,$technology_name_gun_mech_2_4,1943,1,27," accuracy(10), accuracy_long(15), aim(30), flash_spread(-7.5), flash_explosion(-5), gun_rotation(-42.5), engine(-5.5), weight(gun;-10)",turret_traverse_1_4,,$technology_desc_gun_mech_2_4,,,
gun_mech_9,gun_tech,,$technology_name_gun_mech_9,1947,1,27," accuracy(2), accuracy_long(2), aim(4), gun_rotation(7.5), engine(-1.5), weight(gun;-1.5), flaws(1)",turret_traverse_5,,$technology_desc_gun_mech_9,,,
gun_mech_10,gun_tech,,$technology_name_gun_mech_10,1890,,27,start,gun_reload_0,,$technology_desc_gun_mech_10,,,
gun_mech_11,gun_tech,,$technology_name_gun_mech_11,1890,,27,"start,reload(8), hull(-2), weight(gun;-7.5), cost(gun;-10), aim(-10), gun_rotation(-7.5)",gun_reload_1,,$technology_desc_gun_mech_11,,,
gun_mech_11_1,gun_tech,,$technology_name_gun_mech_11_1,1894,,27,"reload(12), hull(-2), weight(gun;-12), cost(gun;-25), aim(-10), detonation(-15), flash_spread(-20), flash_explosion(-10), anti_fire(-10), gun_rotation(-15)",gun_reload_1_1,,$technology_desc_gun_mech_11_1,,,
gun_mech_14,gun_tech,,$technology_name_gun_mech_14,1909,1,27,"reload(16), hull(-2), weight(gun;-12), cost(gun;-50), aim(-10), detonation(-25), flash_spread(-30), flash_explosion(-20), anti_fire(-15), gun_rotation(-22.5)",gun_reload_2,,$technology_desc_gun_mech_14,,,
gun_mech_14_1,gun_tech,,$technology_name_gun_mech_14_1,1917,1,27,"reload(16), hull(-6), weight(gun;-16), cost(gun;-90), aim(-15), flash_spread(-10), flash_explosion(-5), gun_rotation(-25), flaws(-8)",gun_reload_2_1,,$technology_desc_gun_mech_14_1,,,
gun_mech_15,gun_tech,,$technology_name_gun_mech_15,1923,1,27,"reload(24), hull(-2), weight(gun;-12), cost(gun;-80), aim(-10), detonation(-25), flash_spread(-30), flash_explosion(-20), anti_fire(-15), gun_rotation(-27.5)",gun_reload_3,,$technology_desc_gun_mech_15,,,
gun_mech_15_1,gun_tech,,$technology_name_gun_mech_15_1,1931,1,27,"reload(-12.5), hull(-3), weight(gun;1.5), flash_spread(20), flash_explosion(15), gun_rotation(-5), anti_fire(15)",gun_reload_3_1,,$technology_desc_gun_mech_15_1,,,
gun_mech_16,gun_tech,,$technology_name_gun_mech_16,1940,1,27,"reload(27.5), hull(-7), weight(gun;-27.5), cost(gun;-140), aim(-5), detonation(-15), flash_spread(-25), flash_explosion(-15), anti_fire(-10), gun_rotation(-35), flaws(-20)",gun_reload_4,,$technology_desc_gun_mech_16,,,
gun_mech_16_1,gun_tech,,$technology_name_gun_mech_16_1,1949,1,27,"reload(30), hull(-8), weight(gun;-32), cost(gun;-200), aim(-5), detonation(-10), flash_spread(-20), flash_explosion(-10), anti_fire(-5), gun_rotation(-35), flaws(-25)",gun_reload_4_1,,$technology_desc_gun_mech_16_1,,,
gun_mech_16_2,gun_tech,,$technology_name_gun_mech_16_2,1960,1,27,"reload(32.5), hull(-9), weight(gun;-20), cost(gun;-220), flash_spread(-5), flash_explosion(-5), gun_rotation(-27.5)",gun_reload_4_2,,$technology_desc_gun_mech_16_2,,,
gun_mech_16_3,gun_tech,,$technology_name_gun_mech_16_3,1970,1,27,"reload(37.5), hull(-10), weight(gun;-50), cost(gun;-400), detonation(-10), flash_spread(-15), flash_explosion(-5), anti_fire(-5), gun_rotation(-40), flaws(-25)",gun_reload_4_3,,$technology_desc_gun_mech_16_3,,,
# $techType_name_hull_destroyer,hull_destroyer,,,,,,,,,,,,
hull_destroyer_1,hull_destroyer,,$technology_name_hull_destroyer_1,1892,,48,tonnage(tb;300),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 300 tons displacement.,,
hull_destroyer_2,hull_destroyer,,$technology_name_hull_destroyer_2,1894,,48,tonnage(tb;500),,,$technology_desc_hull_destroyer_1,Allows the construction of TB up to 400 tons displacement.,,
