#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026         DIP EXTENDED,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
2280,,Beyrand,italy,bb,,,,,,
2281,,Lepanto,italy,bc,,,,,,
2282,,Marchesa,italy,bc,,,,,,
2283,,Fortuna,italy,bc,,,,,,
2284,,Capitana,italy,bc,,,,,,
2285,,Padrona,italy,bc,,,,,,
2286,,Doria,italy,bc,,,,,,
2287,,Perla,italy,bc,,,,,,
2288,,Temperanza,italy,bc,,,,,,
2289,,Vittoria,italy,bc,,,,,,
2290,,Donzella,italy,bc,,,,,,
2291,,Monarca,italy,bc,,,,,,
2292,,Negrona,italy,bc,,,,,,
2293,,Bastarda,italy,bc,,,,,,
2294,,Furia,italy,bc,,,,,,
2295,,Diana,italy,bc,,,,,,
2296,,Baccana,italy,bc,,,,,,
2297,,San Bartolomeo,italy,bc,,,,,,
2298,,San Filippo la Reale,italy,bc,,,,,,
2299,,San Carlo la Partenope,italy,bc,,,,,,
2300,,Regina,italy,bc,,,,,,
2301,,Concezione,italy,bc,,,,,,
2302,,Santa Amalia,italy,bc,,,,,,
2303,,San Gennaro,italy,bc,,,,,,
2304,,San Pasquale,italy,bc,,,,,,
2305,,San Ferdinando,italy,bc,,,,,,
2306,,San Gabriele,italy,bc,,,,,,
2307,,San Luigi,italy,bc,,,,,,
2308,,San Antonio,italy,bc,,,,,,
2309,,Patrona,italy,bc,,,,,,
2310,,San Giovanni,italy,bc,,,,,,
2311,,San Gioacchino,italy,bc,,,,,,
2312,,Partenope,italy,bc,,,,,,
2313,,Tancredi,italy,bc,,,,,,
2314,,Guiscardo,italy,bc,,,,,,
2315,,Archimede,italy,bc,,,,,,
2316,,Sannita,italy,bc,,,,,,
2317,,Ruggiero,italy,bc,,,,,,
2318,,Aretusa,italy,bc,,,,,,
2319,,Minerva,italy,bc,,,,,,
2320,,Sibilla,italy,bc,,,,,,
2321,,Cerere,italy,bc,,,,,,
2322,,Aurora,italy,bc,,,,,,
2323,,Fama,italy,bc,,,,,,
2324,,Stabia,italy,bc,,,,,,
2325,,Flora,italy,bc,,,,,,
2326,,Galatea,italy,bc,,,,,,
2327,,Capri,italy,bc,,,,,,
2328,,Gioacchino,italy,bc,,,,,,
2329,,Carolina,italy,bc,,,,,,
2330,,Vesuvio,italy,bc,,,,,,
2331,,Regina Isabella,italy,bc,,,,,,
2332,,Francesco I,italy,bc,,,,,,
2333,,Principe Carlo,italy,bc,,,,,,
2334,,Marco Polo,italy,ca,,,,,,
2335,,Vettor Pisani,italy,ca,,,,,,
2336,,Carlo Alberto,italy,ca,,,,,,
2337,,Giuseppe Garibaldi,italy,ca,,,,,,
2338,,Varese,italy,ca,,,,,,
2339,,Francesco Ferruccio,italy,ca,,,,,,
2340,,Pisa,italy,ca,,,,,,
2341,,Amalfi,italy,ca,,,,,,
2342,,San Giorgio,italy,ca,,,,,,
2343,,San Marco,italy,ca,,,,,,
2344,,Trento,italy,ca,,,,,,
2345,,Trieste,italy,ca,,,,,,
2346,,Zara,italy,ca,,,,,,
2347,,Pola,italy,ca,,,,,,
2348,,Fiume,italy,ca,,,,,,
2349,,Gorizia,italy,ca,,,,,,
2350,,Bolzano,italy,ca,,,,,,
2351,,Andrea Doria,italy,ca,,,,,,
2352,,Vittorio Veneto,italy,ca,,,,,,
2353,,Monarca,italy,ca,,,,,,
2354,,Farnese,italy,ca,,,,,,
2355,,Urania,italy,ca,,,,,,
2356,,Regina,italy,ca,,,,,,
2357,,Partenope,italy,ca,,,,,,
2358,,Etna,italy,ca,,,,,,
2359,,Generoso,italy,ca,,,,,,
2360,,Intrepido,italy,ca,,,,,,
2361,,Veloce,italy,ca,,,,,,
2362,,Valoroso,italy,ca,,,,,,
2363,,Zeffiro,italy,ca,,,,,,
2364,,Sannita,italy,ca,,,,,,
2365,,Torquato Tasso,italy,ca,,,,,,
2366,,Carlo III,italy,ca,,,,,,
2367,,Fulminante,italy,ca,,,,,,
2368,,Stromboli,italy,ca,,,,,,
2369,,Ettore Fieramosca,italy,ca,,,,,,
2370,,Ferdinando II,italy,ca,,,,,,
2371,,Sirena,italy,ca,,,,,,
2372,,Aquila,italy,ca,,,,,,
2373,,Maria Teresa,italy,ca,,,,,,
2374,,Peloro,italy,ca,,,,,,
2375,,Delfino,italy,ca,,,,,,
2376,,Ercole,italy,ca,,,,,,
2377,,Archimede,italy,ca,,,,,,
2378,,Ruggiero,italy,ca,,,,,,
2379,,Roberto,italy,ca,,,,,,
2380,,Guiscardo,italy,ca,,,,,,
2381,,Palinuro,italy,ca,,,,,,
2382,,Miseno,italy,ca,,,,,,
2383,,Borbone,italy,ca,,,,,,
2384,,Gaeta,italy,ca,,,,,,
2385,,Capitana,italy,ca,,,,,,
2386,,Padrona,italy,ca,,,,,,
2387,,Suprema,italy,ca,,,,,,
2388,,Serena,italy,ca,,,,,,
2389,,Pace,italy,ca,,,,,,
2390,,Vittoria,italy,ca,,,,,,
2391,,Grifona,italy,ca,,,,,,
2392,,Santa Maria,italy,ca,,,,,,
2393,,San Giovanni,italy,ca,,,,,,
2394,,San Bonaventura,italy,ca,,,,,,
2395,,San Pietro,italy,ca,,,,,,
2396,,Roma,italy,ca,,,,,,
2397,,Immacolata Concezione,italy,ca,,,,,,
2398,,Giovanni Bausan,italy,cl,,,,,,
2399,,Etna,italy,cl,,,,,,
2400,,Vesuvio,italy,cl,,,,,,
2401,,Stromboli,italy,cl,,,,,,
2402,,Ettore Fieramosca,italy,cl,,,,,,
2403,,Dogali,italy,cl,,,,,,
2404,,Piemonte,italy,cl,,,,,,
2405,,Regioni,italy,cl,,,,,,
2406,,Umbria,italy,cl,,,,,,
2407,,Lombardia,italy,cl,,,,,,
2408,,Etruria,italy,cl,,,,,,
2409,,Liguria,italy,cl,,,,,,
2410,,Elba,italy,cl,,,,,,
2411,,Puglia,italy,cl,,,,,,
2412,,Calabria,italy,cl,,,,,,
2413,,Libia,italy,cl,,,,,,
2414,,Quarto,italy,cl,,,,,,
2415,,Nino Bixio,italy,cl,,,,,,
2416,,Marsala,italy,cl,,,,,,
2417,,Campania,italy,cl,,,,,,
2418,,Basilicata,italy,cl,,,,,,
2419,,Pietro Micca,italy,cl,,,,,,
2420,,Tripoli,italy,cl,,,,,,
2421,,Goito,italy,cl,,,,,,
2422,,Monzambano,italy,cl,,,,,,
2423,,Montebello,italy,cl,,,,,,
2424,,Confienza,italy,cl,,,,,,
2425,,Folgore,italy,cl,,,,,,
2426,,Saetta,italy,cl,,,,,,
2427,,Partenope,italy,cl,,,,,,
2428,,Minerva,italy,cl,,,,,,
2429,,Euridice,italy,cl,,,,,,
2430,,Urania,italy,cl,,,,,,
2431,,Iride,italy,cl,,,,,,
2432,,Aretusa,italy,cl,,,,,,
2433,,Caprera,italy,cl,,,,,,
2434,,Calatafimi,italy,cl,,,,,,
2435,,Agordat,italy,cl,,,,,,
2436,,Coatit,italy,cl,,,,,,
2437,,Aquila,italy,cl,,,,,,
2438,,Sparviero,italy,cl,,,,,,
2439,,Nibbio,italy,cl,,,,,,
2440,,Falco,italy,cl,,,,,,
2441,,Taranto,italy,cl,,,,,,
2442,,Bari,italy,cl,,,,,,
2443,,Brindisi,italy,cl,,,,,,
2444,,Venezia,italy,cl,,,,,,
2445,,Ancona,italy,cl,,,,,,
2446,,Armando Diaz,italy,cl,,,,,,
2447,,Giussano,italy,cl,,,,,,
2448,,Alberico da Barbiano,italy,cl,,,,,,
2449,,Alberto di Giussano,italy,cl,,,,,,
2450,,Bartolomeo Colleoni,italy,cl,,,,,,
2451,,Giovanni dalle Bande Nere,italy,cl,,,,,,
2452,,Luigi Cadorna,italy,cl,,,,,,
2453,,Raimondo Montecuccoli,italy,cl,,,,,,
2454,,Muzio Attendolo,italy,cl,,,,,,
2455,,Duca d'Aosta,italy,cl,,,,,,
2456,,Emanuele Filiberto,italy,cl,,,,,,
2457,,Eugenio di Savoia,italy,cl,,,,,,
2458,,Duca degli Abruzzi,italy,cl,,,,,,
2459,,Giuseppe Garibaldi,italy,cl,,,,,,
2460,,San Giorgio,italy,cl,,,,,,
2461,,Pompeo Magno,italy,cl,,,,,,
2462,,Capitani Romani,italy,cl,,,,,,
2463,,Attilio Regolo,italy,cl,,,,,,
2464,,Scipione Africano,italy,cl,,,,,,
2465,,Ulpio Traiano,italy,cl,,,,,,
2466,,Ottaviano Augusto,italy,cl,,,,,,
2467,,Cornelio Silla,italy,cl,,,,,,
2468,,Claudio Druso,italy,cl,,,,,,
2469,,Caio Mario,italy,cl,,,,,,
2470,,Paolo Emilio,italy,cl,,,,,,
2471,,Vipsania Agrippa,italy,cl,,,,,,
2472,,Giulio Germanico,italy,cl,,,,,,
2473,,Claudio Tiberio,italy,cl,,,,,,
2474,,Cattaro,italy,cl,,,,,,
2475,,Fulmine,italy,dd,,,,,,
2476,,Lampo,italy,dd,,,,,,
2477,,Freccia,italy,dd,,,,,,
2478,,Dardo,italy,dd,,,,,,
2479,,Strale,italy,dd,,,,,,
2480,,Euro,italy,dd,,,,,,
2481,,Ostro,italy,dd,,,,,,
2482,,Nembo,italy,dd,,,,,,
2483,,Turbine,italy,dd,,,,,,
2484,,Aquilone,italy,dd,,,,,,
2485,,Borea,italy,dd,,,,,,
2486,,Zeffiro,italy,dd,,,,,,
2487,,Espero,italy,dd,,,,,,
2488,,Soldato,italy,dd,,,,,,
2489,,Artigliere,italy,dd,,,,,,
2490,,Bersagliere,italy,dd,,,,,,
2491,,Corazziere,italy,dd,,,,,,
2492,,Garibaldino,italy,dd,,,,,,
2493,,Granatiere,italy,dd,,,,,,
2494,,Lanciere,italy,dd,,,,,,
2495,,Alpino,italy,dd,,,,,,
2496,,Carabiniere,italy,dd,,,,,,
2497,,Fuciliere,italy,dd,,,,,,
2498,,Pontiere,italy,dd,,,,,,
2499,,Ascaro,italy,dd,,,,,,
2500,,Impetuoso,italy,dd,,,,,,
2501,,Impavido,italy,dd,,,,,,
2502,,Insidioso,italy,dd,,,,,,
2503,,Irrequieto,italy,dd,,,,,,
2504,,Indomito,italy,dd,,,,,,
2505,,Intrepido,italy,dd,,,,,,
2506,,Ardito,italy,dd,,,,,,
2507,,Ardente,italy,dd,,,,,,
2508,,Audace,italy,dd,,,,,,
2509,,Animoso,italy,dd,,,,,,
2510,,Rosolino Pilo,italy,dd,,,,,,
2511,,Giuseppe Cesare Abba,italy,dd,,,,,,
2512,,Pilade Bronzetti,italy,dd,,,,,,
2513,,Giuseppe Missori,italy,dd,,,,,,
2514,,Antonio Mosto,italy,dd,,,,,,
2515,,Ippolito Nievo,italy,dd,,,,,,
2516,,Francesco Nullo,italy,dd,,,,,,
2517,,Simone Schiaffino,italy,dd,,,,,,
2518,,Alessandro Poerio,italy,dd,,,,,,
2519,,Cesare Rossarol,italy,dd,,,,,,
2520,,Guglielmo Pepe,italy,dd,,,,,,
2521,,Aquila,italy,dd,,,,,,
2522,,Falco,italy,dd,,,,,,
2523,,Nibbio,italy,dd,,,,,,
2524,,Sparviero,italy,dd,,,,,,
2525,,Carlo Mirabello,italy,dd,,,,,,
2526,,Carlo Alberto Racchia,italy,dd,,,,,,
2527,,Augusto Riboty,italy,dd,,,,,,
2528,,La Masa,italy,dd,,,,,,
2529,,Giuseppe La Masa,italy,dd,,,,,,
2530,,Angelo Bassini,italy,dd,,,,,,
2531,,Agostino Bertani,italy,dd,,,,,,
2532,,Benedetto Cairoli,italy,dd,,,,,,
2533,,Giacinto Carini,italy,dd,,,,,,
2534,,Nicola Fabrizi,italy,dd,,,,,,
2535,,Giuseppe La Farina,italy,dd,,,,,,
2536,,Giacomo Medici,italy,dd,,,,,,
2537,,Sirtori,italy,dd,,,,,,
2538,,Giuseppe Sirtori,italy,dd,,,,,,
2539,,Giovanni Acerbi,italy,dd,,,,,,
2540,,Vincenzo Giordano Orsini,italy,dd,,,,,,
2541,,Francesco Stocco,italy,dd,,,,,,
2542,,Palestro,italy,dd,,,,,,
2543,,Confienza,italy,dd,,,,,,
2544,,San Martino,italy,dd,,,,,,
2545,,Solferino,italy,dd,,,,,,
2546,,Generale Antonio Cantore,italy,dd,,,,,,
2547,,Generale Antonio Cascino,italy,dd,,,,,,
2548,,Generale Antonio Chinotto,italy,dd,,,,,,
2549,,Generale Carlo Montanari,italy,dd,,,,,,
2550,,Generale Marcello Prestinari,italy,dd,,,,,,
2551,,Delfino,italy,ss,,,,,,
2552,,Glauco,italy,ss,,,,,,
2553,,Narvalo,italy,ss,,,,,,
2554,,Otaria,italy,ss,,,,,,
2555,,Squalo,italy,ss,,,,,,
2556,,Tricheco,italy,ss,,,,,,
2557,,Foca,italy,ss,,,,,,
2558,,Medusa,italy,ss,,,,,,
2559,,Argo,italy,ss,,,,,,
2560,,Fisalia,italy,ss,,,,,,
2561,,Jalea,italy,ss,,,,,,
2562,,Jantina,italy,ss,,,,,,
2563,,Salpa,italy,ss,,,,,,
2564,,Velella,italy,ss,,,,,,
2565,,Zoea,italy,ss,,,,,,
2566,,Atropo,italy,ss,,,,,,
2567,,Nautilus,italy,ss,,,,,,
2568,,Nereide,italy,ss,,,,,,
2569,,Pullino,italy,ss,,,,,,
2570,,Giacinto Pullino,italy,ss,,,,,,
2571,,Galileo Ferraris,italy,ss,,,,,,
2572,,Alfa,italy,ss,,,,,,
2573,,Beta,italy,ss,,,,,,
2574,,Argonauta,italy,ss,,,,,,
2575,,Balilla,italy,ss,,,,,,
2576,,Pacinotti,italy,ss,,,,,,
2577,,Guglielmotti,italy,ss,,,,,,
2578,,Pietro Micca,italy,ss,,,,,,
2579,,Angelo Emo,italy,ss,,,,,,
2580,,Luigi Galvani,italy,ss,,,,,,
2581,,Lorenzo Marcello,italy,ss,,,,,,
2582,,Lazzaro Mocenigo,italy,ss,,,,,,
2583,,Torricelli,italy,ss,,,,,,
2584,,Andrea Provana,italy,ss,,,,,,
2585,,Agostino Barbarigo,italy,ss,,,,,,
2586,,Giacomo Nani,italy,ss,,,,,,
2587,,Sebastiano Veniero,italy,ss,,,,,,
2588,,Pier Capponi,italy,ss,,,,,,
2589,,Giovanni Da Procida,italy,ss,,,,,,
2590,,Goffredo Mameli,italy,ss,,,,,,
2591,,Masaniello,italy,ss,,,,,,
2592,,Tito Speri,italy,ss,,,,,,
2593,,Antonio Sciesa,italy,ss,,,,,,
2594,,Domenico Millelire,italy,ss,,,,,,
2595,,Enrico Toti,italy,ss,,,,,,
2596,,Giovanni Bausan,italy,ss,,,,,,
2597,,Marcantonio Colonna,italy,ss,,,,,,
2598,,Des Geneys,italy,ss,,,,,,
2599,,Vettor Pisani,italy,ss,,,,,,
2600,,Fratelli Bandiera,italy,ss,,,,,,
2601,,Luciano Manara,italy,ss,,,,,,
2602,,Ciro Menotti,italy,ss,,,,,,
2603,,Santorre Santarosa,italy,ss,,,,,,
2604,,Ettore Fieramosca,italy,ss,,,,,,
2605,,Marcantonio Bragadin,italy,ss,,,,,,
2606,,Filippo Corridoni,italy,ss,,,,,,
2607,,Squalo,italy,ss,,,,,,
2608,,Luigi Settembrini,italy,ss,,,,,,
2609,,Ruggiero Settimo,italy,ss,,,,,,
2610,,Serpente - former Nautilus,italy,ss,,,,,,
2611,,Ametista,italy,ss,,,,,,
2612,,Anfitrite,italy,ss,,,,,,
2613,,Diamante,italy,ss,,,,,,
2614,,Galatea,italy,ss,,,,,,
2615,,Naiade,italy,ss,,,,,,
2616,,Ondina,italy,ss,,,,,,
2617,,Rubino,italy,ss,,,,,,
2618,,Sirena,italy,ss,,,,,,
2619,,Smeraldo,italy,ss,,,,,,
2620,,Topazio,italy,ss,,,,,,
2621,,Zaffiro,italy,ss,,,,,,
2622,,Archimede,italy,ss,,,,,,
2623,,Evangelista Torricelli,italy,ss,,,,,,
2624,,Galileo Galilei,italy,ss,,,,,,
2625,,Pietro Calvi,italy,ss,,,,,,
2626,,Giuseppe Finzi,italy,ss,,,,,,
2627,,Enrico Tazzoli,italy,ss,,,,,,
2628,,Ambra,italy,ss,,,,,,
2629,,Berillo,italy,ss,,,,,,
2630,,Corallo,italy,ss,,,,,,
2631,,Diaspro,italy,ss,,,,,,
2632,,Gemma,italy,ss,,,,,,
2633,,Iride,italy,ss,,,,,,
2634,,Malachite,italy,ss,,,,,,
2635,,Onice,italy,ss,,,,,,
2636,,Perla,italy,ss,,,,,,
2637,,Turchese,italy,ss,,,,,,
2638,,Adua,italy,ss,,,,,,
2639,,Alagi,italy,ss,,,,,,
2640,,Aradam,italy,ss,,,,,,
2641,,Ascianghi,italy,ss,,,,,,
2642,,Axum,italy,ss,,,,,,
2643,,Beilul,italy,ss,,,,,,
2644,,Dagabur,italy,ss,,,,,,
2645,,Dessiè,italy,ss,,,,,,
2646,,Durbo,italy,ss,,,,,,
2647,,Gondar,italy,ss,,,,,,
2648,,Lafolè,italy,ss,,,,,,
2649,,Macallé,italy,ss,,,,,,
2650,,Neghelli,italy,ss,,,,,,
2651,,Scirè,italy,ss,,,,,,
2652,,Tembien,italy,ss,,,,,,
2653,,Uarsciek,italy,ss,,,,,,
2654,,Uebi Scebeli,italy,ss,,,,,,
2655,,Enrico Dandolo,italy,ss,,,,,,
2656,,Francesco Morosini,italy,ss,,,,,,
2657,,Comandante Cappellini,italy,ss,,,,,,
2658,,Comandante Faà di Bruno,italy,ss,,,,,,
2659,,Brin,italy,ss,,,,,,
2660,,Galvani,italy,ss,,,,,,
2661,,Console Generale Liuzzi,italy,ss,,,,,,
2662,,Alpino Bagnolini,italy,ss,,,,,,
2663,,Capitano Raffaele Tarantini,italy,ss,,,,,,
2664,,Reginaldo Giuliani,italy,ss,,,,,,
2665,,Marconi,italy,ss,,,,,,
2666,,Alessandro Malaspina,italy,ss,,,,,,
2667,,Leonardo da Vinci,italy,ss,,,,,,
2668,,Luigi Torelli,italy,ss,,,,,,
2669,,Maggiore Baracca,italy,ss,,,,,,
2670,,Michele Bianchi,italy,ss,,,,,,
2671,,Guglielmo Marconi,italy,ss,,,,,,
2672,,Cagni,italy,ss,,,,,,
2673,,Ammiraglio Cagni,italy,ss,,,,,,
2674,,Ammiraglio Caracciolo,italy,ss,,,,,,
2675,,Ammiraglio Millo,italy,ss,,,,,,
2676,,Ammiraglio Saint-Bon,italy,ss,,,,,,
2677,,Acciaio,italy,ss,,,,,,
2678,,Alabastro,italy,ss,,,,,,
2679,,Argento,italy,ss,,,,,,
2680,,Asteria,italy,ss,,,,,,
2681,,Avorio,italy,ss,,,,,,
2682,,Bronzo,italy,ss,,,,,,
2683,,Cobalto,italy,ss,,,,,,
2684,,Giada,italy,ss,,,,,,
2685,,Granito,italy,ss,,,,,,
2686,,Nichelio,italy,ss,,,,,,
2687,,Platino,italy,ss,,,,,,
2688,,Porfido,italy,ss,,,,,,
2689,,Volframio,italy,ss,,,,,,
2690,,Gorgo,italy,ss,,,,,,
2691,,Flutto,italy,ss,,,,,,
2692,,Marea,italy,ss,,,,,,
2693,,Vortice,italy,ss,,,,,,
2694,,Nautilo,italy,ss,,,,,,
2695,,Murena,italy,ss,,,,,,
2696,,Grongo,italy,ss,,,,,,
2697,,Sparide,italy,ss,,,,,,
2698,,Spigola,italy,ss,,,,,,
2699,,Cernia,italy,ss,,,,,,
2700,,Dentice,italy,ss,,,,,,
2701,,Alluminio,italy,ss,,,,,,
2702,,Amianto,italy,ss,,,,,,
2703,,Antimonio,italy,ss,,,,,,
2704,,Bario,italy,ss,,,,,,
2705,,Cadmio,italy,ss,,,,,,
2706,,Cromo,italy,ss,,,,,,
2707,,Ferro,italy,ss,,,,,,
2708,,Fosforo,italy,ss,,,,,,
2709,,Iridio,italy,ss,,,,,,
2710,,Litio,italy,ss,,,,,,
2711,,Magnesio,italy,ss,,,,,,
2712,,Manganese,italy,ss,,,,,,
2713,,Mercurio,italy,ss,,,,,,
2714,,Oro,italy,ss,,,,,,
2715,,Ottone,italy,ss,,,,,,
2716,,Piombo,italy,ss,,,,,,
2717,,Potassio,italy,ss,,,,,,
2718,,Rame,italy,ss,,,,,,
2719,,Rutenio,italy,ss,,,,,,
2720,,Silicio,italy,ss,,,,,,
2721,,Sodio,italy,ss,,,,,,
2722,,Vanadio,italy,ss,,,,,,
2723,,Zinco,italy,ss,,,,,,
2724,,Zolfo,italy,ss,,,,,,
2725,,Remo,italy,ss,,,,,,
2726,,Romolo,italy,ss,,,,,,
2727,,Alfredo Cappellini,italy,ss,,,,,,
2728,,Primo Longobardo,italy,ss,,,,,,
2729,,Gianfranco Gazzana Priaroggia,italy,ss,,,,,,
2730,,Livio Piomarta,italy,ss,,,,,,
2731,,Romeo Romei,italy,ss,,,,,,
2732,,Attilio Bagnolini,italy,ss,,,,,,
2733,,Nazario Sauro,italy,ss,,,,,,
2734,,Carlo Fecia di Cossato,italy,ss,,,,,,
2735,,Salvatore Pelosi,italy,ss,,,,,,
2736,,Giuliano Prini,italy,ss,,,,,,
2737,,Salvatore Todaro,italy,ss,,,,,,
2738,,Pietro Venuti,italy,ss,,,,,,
2739,,Spica,italy,tb,,,,,,
2740,,Ariete,italy,tb,,,,,,
2741,,Alabarda,italy,tb,,,,,,
2742,,Arturo,italy,tb,,,,,,
2743,,Auriga,italy,tb,,,,,,
2744,,Balestra,italy,tb,,,,,,
2745,,Daga,italy,tb,,,,,,
2746,,Dragone,italy,tb,,,,,,
2747,,Eridano,italy,tb,,,,,,
2748,,Fionda,italy,tb,,,,,,
2749,,Gladio,italy,tb,,,,,,
2750,,Lancia,italy,tb,,,,,,
2751,,Pugnale,italy,tb,,,,,,
2752,,Rigel,italy,tb,,,,,,
2753,,Spada,italy,tb,,,,,,
2754,,Stella Polare,italy,tb,,,,,,
2755,,Airone,italy,tb,,,,,,
2756,,Alcione,italy,tb,,,,,,
2757,,Aldebaran,italy,tb,,,,,,
2758,,Altair,italy,tb,,,,,,
2759,,Andromeda,italy,tb,,,,,,
2760,,Antares,italy,tb,,,,,,
2761,,Aretusa,italy,tb,,,,,,
2762,,Ariel,italy,tb,,,,,,
2763,,Astore,italy,tb,,,,,,
2764,,Calipso,italy,tb,,,,,,
2765,,Calliope,italy,tb,,,,,,
2766,,Canopo,italy,tb,,,,,,
2767,,Cassiopea,italy,tb,,,,,,
2768,,Castore,italy,tb,,,,,,
2769,,Centauro,italy,tb,,,,,,
2770,,Cigno,italy,tb,,,,,,
2771,,Circe,italy,tb,,,,,,
2772,,Climene,italy,tb,,,,,,
2773,,Clio,italy,tb,,,,,,
2774,,Libra,italy,tb,,,,,,
2775,,Lince,italy,tb,,,,,,
2776,,Lira,italy,tb,,,,,,
2777,,Lupo,italy,tb,,,,,,
2778,,Pallade,italy,tb,,,,,,
2779,,Partenope,italy,tb,,,,,,
2780,,Perseo,italy,tb,,,,,,
2781,,Pleiadi,italy,tb,,,,,,
2782,,Polluce,italy,tb,,,,,,
2783,,Sagittario,italy,tb,,,,,,
2785,,Sirio,italy,tb,,,,,,
2786,,Vega,italy,tb,,,,,,
##,,,###,,,,,,,
2787,,Fuji,japan,bb,,,,,,
2788,,Yashima,japan,bb,,,,,,
2789,,Shikishima,japan,bb,,,,,,
2790,,Hatsuse,japan,bb,,,,,,
2791,,Asahi,japan,bb,,,,,,
2792,,Mikasa,japan,bb,,,,,,
2793,,Tango,japan,bb,,,,,,
2794,,Sagami,japan,bb,,,,,,
2795,,Suwo,japan,bb,,,,,,
2796,,Hizen,japan,bb,,,,,,
2797,,Iwami,japan,bb,,,,,,
2798,,Katori,japan,bb,,,,,,
2799,,Kashima,japan,bb,,,,,,
2800,,Satsuma,japan,bb,,,,,,
2801,,Aki,japan,bb,,,,,,
2802,,Kawachi,japan,bb,,,,,,
2803,,Settsu,japan,bb,,,,,,
2804,,Fusō,japan,bb,,,,,,
2805,,Yamashiro,japan,bb,,,,,,
2806,,Ise,japan,bb,,,,,,
2807,,Hyūga,japan,bb,,,,,,
2808,,Nagato,japan,bb,,,,,,
2809,,Mutsu,japan,bb,,,,,,
2810,,Tosa,japan,bb,,,,,,
2811,,Kaga,japan,bb,,,,,,
2812,,Kii,japan,bb,,,,,,
2813,,Owari,japan,bb,,,,,,
2814,,Yamato,japan,bb,,,,,,
2815,,Musashi,japan,bb,,,,,,
2816,,Shinano,japan,bb,,,,,,
2817,,Shohei,japan,bb,,,,,,
2818,,Hou-Ou,japan,bb,,,,,,
2819,,Kankō,japan,bb,,,,,,
2820,,Kanrin,japan,bb,,,,,,
2821,,Chōyō,japan,bb,,,,,,
2822,,Kaiyō,japan,bb,,,,,,
2823,,Hōshō,japan,bb,,,,,,
2824,,Akagi,japan,bb,,,,,,
2825,,Ryūjō,japan,bb,,,,,,
2826,,Shin'yō,japan,bb,,,,,,
2827,,Sōryū,japan,bb,,,,,,
2828,,Hiryū,japan,bb,,,,,,
2829,,Shōkaku,japan,bb,,,,,,
2830,,Zuikaku,japan,bb,,,,,,
2831,,Zuihō,japan,bb,,,,,,
2832,,Shōhō,japan,bb,,,,,,
2833,,Hiyō,japan,bb,,,,,,
2834,,Jun'yō,japan,bb,,,,,,
2835,,Unyō,japan,bb,,,,,,
2836,,Chūyō,japan,bb,,,,,,
2837,,Taiyō,japan,bb,,,,,,
2838,,Akitsu,japan,bb,,,,,,
2839,,Nigitsu,japan,bb,,,,,,
2840,,Ryūhō,japan,bb,,,,,,
2841,,Taihō,japan,bb,,,,,,
2842,,Chitose,japan,bb,,,,,,
2843,,Chiyoda,japan,bb,,,,,,
2844,,Unryū,japan,bb,,,,,,
2845,,Amagi,japan,bb,,,,,,
2846,,Katsuragi,japan,bb,,,,,,
2847,,Kasagi,japan,bb,,,,,,
2848,,Aso,japan,bb,,,,,,
2849,,Ikoma,japan,bb,,,,,,
2850,,Shimane,japan,bb,,,,,,
2851,,Otakisan,japan,bb,,,,,,
2852,,Yamashio,japan,bb,,,,,,
2853,,Chigusa,japan,bb,,,,,,
2854,,Kumano,japan,bb,,,,,,
2855,,Kaiten,japan,bb,,,,,,
2856,,Banryū,japan,bb,,,,,,
2857,,Chogei,japan,bb,,,,,,
2858,,Shinsoku,japan,bb,,,,,,
2859,,Mikaho,japan,bb,,,,,,
2860,,Yoshun,japan,bb,,,,,,
2861,,Kasuga,japan,bb,,,,,,
2862,,Chiyodagata,japan,bb,,,,,,
2863,,Teibo,japan,bb,,,,,,
2864,,Unyo,japan,bb,,,,,,
2865,,Nisshin,japan,bb,,,,,,
2866,,Takao,japan,bb,,,,,,
2867,,Moshun,japan,bb,,,,,,
2868,,Kōtetsu,japan,bb,,,,,,
2869,,Kongō,japan,bc,,,,,,
2870,,Hiei,japan,bc,,,,,,
2871,,Kirishima,japan,bc,,,,,,
2872,,Haruna,japan,bc,,,,,,
2873,,Amagi,japan,bc,,,,,,
2874,,Akagi,japan,bc,,,,,,
2875,,Atago,japan,bc,,,,,,
2876,,Takao,japan,bc,,,,,,
2877,,Tsukushi,japan,bc,,,,,,
2878,,Kaimon,japan,bc,,,,,,
2879,,Tenryū,japan,bc,,,,,,
2880,,Katsuragi,japan,bc,,,,,,
2881,,Heien,japan,bc,,,,,,
2882,,Maya,japan,bc,,,,,,
2883,,Chōkai,japan,bc,,,,,,
2884,,Ōshima,japan,bc,,,,,,
2885,,Banjo,japan,bc,,,,,,
2886,,Uji,japan,bc,,,,,,
2887,,Wakamiya,japan,bc,,,,,,
2888,,Notoro,japan,bc,,,,,,
2889,,Akitsushima,japan,bc,,,,,,
2890,,Kamoi,japan,bc,,,,,,
2891,,Chitose,japan,bc,,,,,,
2892,,Mizuho,japan,bc,,,,,,
