#id,enabled / disabled,type of part,short name for ui (keep it short),weight as probabilty to be used,name for human,description for ui,paramenets,
@name,enabled,type,nameShort,weight,nameUi,desc,param,#comment
propellant_8,,propellant,$component_name_short_propellant_8,240,$technology_name_projectile_explosive_25,$technology_desc_projectile_explosive_25,,
propellant_9,,propellant,$component_name_short_propellant_9,250,$technology_name_projectile_explosive_26,$technology_desc_projectile_explosive_26,,
##,,,,,,,,
torpedo_prop_slow,,torpedo_prop,$component_name_short_torpedo_prop_slow,1,$technology_name_torpedo_prop_16,$technology_desc_torpedo_prop_16,,
torpedo_prop_swarm,,torpedo_prop,$component_name_short_torpedo_prop_swarm,12,$technology_name_torpedo_prop_18,$technology_desc_torpedo_prop_18,,
torpedo_prop_normal,,torpedo_prop,$Ui_CrewQuarters_Standard,5,$technology_name_torpedo_prop_1,$technology_desc_torpedo_prop_1,,
torpedo_prop_electric,,torpedo_prop,$component_name_short_torpedo_prop_stealth,12,$technology_name_torpedo_prop_3,$technology_desc_torpedo_prop_3,,
torpedo_prop_oxygen,,torpedo_prop,$component_name_short_torpedo_prop_elite,16,$technology_name_torpedo_prop_4,$technology_desc_torpedo_prop_4,,
torpedo_prop_longlance,,torpedo_prop,$component_name_short_torpedo_prop_longlance,9,$technology_name_torpedo_prop_17,$technology_desc_torpedo_prop_17,,
torpedo_prop_hyperlance,,torpedo_prop,$component_name_short_torpedo_prop_hyperlance,16,$technology_name_torpedo_prop_20,$technology_desc_torpedo_prop_20,,
torpedo_prop_fast,,torpedo_prop,$component_name_short_torpedo_prop_fast,1,$technology_name_torpedo_prop_2,$technology_desc_torpedo_prop_2,,
torpedo_prop_fastoxygen,,torpedo_prop,$component_name_short_torpedo_prop_fastoxygen,12,$technology_name_torpedo_prop_19,$technology_desc_torpedo_prop_19,,
##,,,,,,,,
torpedo_diameter_0,,torpedo_size,$component_name_short_torpedo_diameter_0,1,$technology_name_torpedo_size_1,$technology_desc_torpedo_size_1,,
torpedo_diameter_1,,torpedo_size,$component_name_short_torpedo_diameter_1,1,$technology_name_torpedo_size_2,$technology_desc_torpedo_size_2,,
torpedo_diameter_2,,torpedo_size,$component_name_short_torpedo_diameter_2,2,$technology_name_torpedo_size_3,$technology_desc_torpedo_size_3,,
torpedo_diameter_3,,torpedo_size,$component_name_short_torpedo_diameter_3,11,$technology_name_torpedo_size_4,$technology_desc_torpedo_size_4,,
torpedo_diameter_4,,torpedo_size,$component_name_short_torpedo_diameter_4,13,$technology_name_torpedo_size_5,$technology_desc_torpedo_size_5,,
torpedo_diameter_5,,torpedo_size,$component_name_short_torpedo_diameter_5,14,$technology_name_torpedo_size_6,$technology_desc_torpedo_size_6,,
torpedo_diameter_6,,torpedo_size,$component_name_short_torpedo_diameter_6,120,$technology_name_torpedo_size_7,$technology_desc_torpedo_size_7,,
torpedo_diameter_7,,torpedo_size,$component_name_short_torpedo_diameter_7,160,$technology_name_torpedo_size_8,$technology_desc_torpedo_size_8,,
torpedo_diameter_8,,torpedo_size,$component_name_short_torpedo_diameter_8,160,$technology_name_torpedo_size_9,$technology_desc_torpedo_size_9,,
torpedo_diameter_9,,torpedo_size,$component_name_short_torpedo_diameter_9,1500,$technology_name_torpedo_size_10,$technology_desc_torpedo_size_10,,
torpedo_diameter_6_2,,torpedo_size,$component_name_short_torpedo_diameter_6_2,1700,$technology_name_torpedo_size_11,$technology_desc_torpedo_size_11,,
torpedo_diameter_3_2,,torpedo_size,$component_name_short_torpedo_diameter_3_2,1800,$technology_name_torpedo_size_12,$technology_desc_torpedo_size_12,,
torpedo_diameter_9_2,,torpedo_size,$component_name_short_torpedo_diameter_9_2,1900,$technology_name_torpedo_size_13,$technology_desc_torpedo_size_13,,
torpedo_diameter_6_3,,torpedo_size,$component_name_short_torpedo_diameter_6_3,17500,$technology_name_torpedo_size_14,$technology_desc_torpedo_size_14,,
torpedo_diameter_3_3,,torpedo_size,$component_name_short_torpedo_diameter_3_3,18500,$technology_name_torpedo_size_15,$technology_desc_torpedo_size_15,,
torpedo_diameter_9_3,,torpedo_size,$component_name_short_torpedo_diameter_9_3,19500,$technology_name_torpedo_size_16,$technology_desc_torpedo_size_16,,
##,,,,,,,,
hydro_1,,sonar,$component_name_short_hydro_1,1,$technology_name_tactics_asw_15,$technology_desc_tactics_asw_15,,
hydro_2,,sonar,$component_name_short_hydro_2,2,$technology_name_tactics_asw_16,$technology_desc_tactics_asw_16,,
hydro_3,,sonar,$component_name_short_hydro_3,3,$technology_name_tactics_asw_17,$technology_desc_tactics_asw_17,,
sonar_1,,sonar,$component_name_short_sonar_1,20,$technology_name_tactics_asw_18,$technology_desc_tactics_asw_18,,
sonar_2,,sonar,$component_name_short_sonar_2,30,$technology_name_tactics_asw_19,$technology_desc_tactics_asw_19,,
sonar_3,,sonar,$component_name_short_sonar_3,40,$technology_name_tactics_asw_20,$technology_desc_tactics_asw_20,,
##,,,,,,,,
radio_1_1,,radio,$component_name_short_radio_1_1,2,$technology_name_tactics_comm_3_1,$technology_desc_tactics_comm_3_1,,
radio_1,,radio,$component_name_short_radio_1,1,$technology_name_tactics_comm_3,$technology_desc_tactics_comm_3,,
radio_1_2,,radio,$component_name_short_radio_1_2,3,$technology_name_tactics_comm_3_2,$technology_desc_tactics_comm_3_2,,
radio_2,,radio,$component_name_short_radio_2,4,$technology_name_tactics_comm_4,$technology_desc_tactics_comm_4,,
radio_2_1,,radio,$component_name_short_radio_2_1,5,$technology_name_tactics_comm_4_1,$technology_desc_tactics_comm_4_1,,
##,,,,,,,,
rangefinder_radar_1,,radar,$component_name_short_rangefinder_radar_1,1,$technology_name_aim_rangefinder_17,$technology_desc_aim_rangefinder_17,,
rangefinder_radar_2,,radar,$component_name_short_rangefinder_radar_2,2,$technology_name_aim_rangefinder_18,$technology_desc_aim_rangefinder_18,,
rangefinder_radar_3,,radar,$component_name_short_rangefinder_radar_3,4,$technology_name_aim_rangefinder_19,$technology_desc_aim_rangefinder_19,,
rangefinder_radar_4,,radar,$component_name_short_rangefinder_radar_4,4,$technology_name_aim_rangefinder_20,$technology_desc_aim_rangefinder_20,,
##,,,,,,,,
mines_1,,mines,$component_name_short_mines_1,5,$technology_name_tactics_mines_8,$technology_desc_tactics_mines_8,unlockif_greater(minefieldmax;0),
mines_2,,mines,$component_name_short_mines_2,5,$technology_name_tactics_mines_9,$technology_desc_tactics_mines_9,unlockif_greater(minefieldmax;0),
mines_3,,mines,$component_name_short_mines_3,5,$technology_name_tactics_mines_10,$technology_desc_tactics_mines_10,unlockif_greater(minefieldmax;0),
mines_4,,mines,$component_name_short_mines_4,5,$technology_name_tactics_mines_11,$technology_desc_tactics_mines_11,unlockif_greater(minefieldmax;0),
mines_5,,mines,$component_name_short_mines_5,20,$technology_name_tactics_mines_12,$technology_desc_tactics_mines_12,unlockif_greater(minefieldmax;0),
mines_6,,mines,$component_name_short_mines_6,20,$technology_name_tactics_mines_13,$technology_desc_tactics_mines_13,unlockif_greater(minefieldmax;0),
mines_7,,mines,$component_name_short_mines_7,25,$technology_name_tactics_mines_14,$technology_desc_tactics_mines_13,unlockif_greater(minefieldmax;0),
mines_8,,mines,$component_name_short_mines_8,25,$technology_name_tactics_mines_15,$technology_desc_tactics_mines_13,unlockif_greater(minefieldmax;0),
mines_9,,mines,$component_name_short_mines_9,25,$technology_name_tactics_mines_16,$technology_desc_tactics_mines_13,unlockif_greater(minefieldmax;0),
##,,,,,,,,
minesweep_1,,minesweep,$component_name_short_minesweep_1,5,$technology_name_tactics_mines_26,$technology_desc_tactics_mines_26,unlockif_greater(minesweeping_tech;1),
minesweep_2,,minesweep,$component_name_short_minesweep_2,5,$technology_name_tactics_mines_27,$technology_desc_tactics_mines_27,unlockif_greater(minesweeping_tech;1),
minesweep_3,,minesweep,$component_name_short_minesweep_3,15,$technology_name_tactics_mines_28,$technology_desc_tactics_mines_28,unlockif_greater(minesweeping_tech;1),
minesweep_4,,minesweep,$component_name_short_minesweep_4,25,$technology_name_tactics_mines_29,$technology_desc_tactics_mines_29,unlockif_greater(minesweeping_tech;1),
minesweep_5,,minesweep,$component_name_short_minesweep_5,25,$technology_name_tactics_mines_30,$technology_desc_tactics_mines_30,unlockif_greater(minesweeping_tech;1),
##,,,,,,,,
depth_charge_1,,depthcharge,$component_name_short_depth_charge_1,5,$technology_name_tactics_asw_9,$technology_desc_tactics_asw_9,,
depth_charge_2,,depthcharge,$component_name_short_depth_charge_2,5,$technology_name_tactics_asw_10,$technology_desc_tactics_asw_10,,
depth_charge_3,,depthcharge,$component_name_short_depth_charge_3,15,$technology_name_tactics_asw_11,$technology_desc_tactics_asw_10,,
depth_charge_4,,depthcharge,$component_name_short_depth_charge_4,25,$technology_name_tactics_asw_12,$technology_desc_tactics_asw_10,,
depth_charge_5,,depthcharge,$component_name_short_depth_charge_5,25,$technology_name_tactics_asw_13,$technology_desc_tactics_asw_10,,
depth_charge_6,,depthcharge,$component_name_short_depth_charge_6,25,$technology_name_tactics_asw_14,$technology_desc_tactics_asw_10,,
