#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),,,"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,#comment,#BASE,model_1,weight_modifier_1,scale_1,max_scale_1,caliber_length_modifier_1,#model_STD_1,#caliber_EST_1,#weight_EST_1,model_2,weight_modifier_2,scale_2,max_scale_2,caliber_length_modifier_2,#model_STD_2,#caliber_EST_2,#weight_EST_2,model_3,weight_modifier_3,scale_3,max_scale_3,caliber_length_modifier_3,#model_STD_3,#caliber_EST_3,#weight_EST_3,model_4,weight_modifier_4,scale_4,max_scale_4,caliber_length_modifier_4,#model_STD_4,#caliber_EST_4,#weight_EST_4,model_5,weight_modifier_5,scale_5,max_scale_5,caliber_length_modifier_5,#model_STD_5,#caliber_EST_5,#weight_EST_5,#,#,#,#
gun_13_x2_usa,,330,gun_13_x2,usa,,,0.2848,maine_gun_254_x2_a,1.15,1.6,1.755,,0.4343,35.6122,1.0506,ny_gun_356_x2,1.2,1.071125,1.0993125,,0.3653,47.7007,1.3416,arizona_gun_356_x2,1.22,1.10315625,1.126795313,,0.3699,48.2262,1.3269,arizona_gun_356_x2,1.3,1.11,1.14075,,0.3745,49.9141,1.3435,iowa_gun_406_x2,1.33,0.7563375,0.791724375,,0.2277,51.8469,1.3652,,,,
gun_13_x3_usa,,330,gun_13_x3,usa,,,0.2848,maine_gun_254_x3_a,1.15,1.6,1.755,,0.4343,35.6122,1.0506,ny_gun_356_x3,1.2,1.071125,1.0993125,,0.3653,47.7007,1.3416,arizona_gun_356_x3,1.22,1.10315625,1.126795313,,0.3699,48.2262,1.3269,arizona_gun_356_x3,1.3,1.11,1.14075,,0.3745,49.9141,1.3435,iowa_gun_406_x3,1.33,0.7563375,0.791724375,,0.2277,51.8469,1.3652,,,,
gun_13_x4_usa,,330,gun_13_x4,usa,,,0.2848,ny_gun_356_x4,1.18,1.05,1.0725,,0.3608,46.0876,1.3251,ny_gun_356_x4,1.2,1.07625,1.0993125,,0.3653,47.7007,1.3416,arizona_gun_356_x4,1.22,1.10315625,1.126795313,,0.3699,48.2262,1.3269,arizona_gun_356_x4,1.3,1.11,1.14075,,0.3745,49.9141,1.3435,iowa_gun_406_x4,1.32,0.7563375,0.791724375,,0.2277,51.8469,1.3652,,,,
gun_14_x1_usa,,356,gun_14_x1,usa,,,0.3057,ny_gun_356_x1,1.18,1.1,1.12125,,0.3608,45.7394,1.3151,ny_gun_356_x1,1.2,1.1275,1.14928125,,0.3653,47.3403,1.3315,arizona_gun_356_x1,1.22,1.1556875,1.178013281,,0.3699,47.8618,1.3169,arizona_gun_356_x1,1.3,1.17,1.1895,,0.3745,49.537,1.3334,iowa_gun_406_x1,1.33,0.812025,0.847006875,,0.2277,51.4552,1.3549,,,,
gun_14_x2_usa,,356,gun_14_x2,usa,,,0.3057,ny_gun_356_x2,1.18,1.1,1.12125,,0.3608,45.7395,1.3151,ny_gun_356_x2,1.2,1.1275,1.14928125,,0.3653,47.3403,1.3315,arizona_gun_356_x2,1.22,1.1556875,1.178013281,,0.3699,47.8618,1.3169,arizona_gun_356_x2,1.3,1.17,1.1895,,0.3745,49.537,1.3334,iowa_gun_406_x2,1.33,0.812025,0.847006875,,0.2277,51.4552,1.3549,,,,
gun_14_x3_usa,,356,gun_14_x3,usa,,,0.3057,ny_gun_356_x3,1.18,1.1,1.12125,,0.3608,45.7394,1.3151,ny_gun_356_x3,1.2,1.1275,1.14928125,,0.3653,47.3403,1.3315,arizona_gun_356_x3,1.22,1.1556875,1.178013281,,0.3699,47.8618,1.3169,arizona_gun_356_x3,1.3,1.17,1.1895,,0.3745,49.537,1.3334,iowa_gun_406_x3,1.33,0.812025,0.847006875,,0.2277,51.4552,1.3549,,,,
gun_14_x4_usa,,356,gun_14_x4,usa,,,0.3057,ny_gun_356_x4,1.18,1.1,1.12125,,0.3608,45.7394,1.3151,ny_gun_356_x4,1.2,1.1275,1.14928125,,0.3653,47.3403,1.3315,arizona_gun_356_x4,1.22,1.1556875,1.178013281,,0.3699,47.8618,1.3169,arizona_gun_356_x4,1.3,1.17,1.1895,,0.3745,49.537,1.3334,iowa_gun_406_x4,1.32,0.812025,0.847006875,,0.2277,51.4552,1.3549,,,,
gun_15_x1_usa,,381,gun_15_x1,usa,,,0.3256,ny_gun_356_x1,1.18,1.15,1.1895,,0.3608,45.4301,1.3062,ny_gun_356_x1,1.2,1.17875,1.2192375,,0.3653,47.0201,1.3225,arizona_gun_356_x1,1.22,1.20821875,1.249718438,,0.3699,47.5381,1.308,arizona_gun_356_x1,1.3,1.22,1.28334375,,0.3745,49.2019,1.3243,iowa_gun_406_x1,1.33,0.868725,0.901302188,,0.2277,51.1072,1.3457,,,,
gun_15_x2_usa,,381,gun_15_x2,usa,,,0.3256,ny_gun_356_x2,1.18,1.15,1.1895,,0.3608,45.4301,1.3062,ny_gun_356_x2,1.2,1.17875,1.2192375,,0.3653,47.0201,1.3225,arizona_gun_356_x2,1.22,1.20821875,1.249718438,,0.3699,47.5381,1.308,arizona_gun_356_x2,1.3,1.22,1.28334375,,0.3745,49.2019,1.3243,iowa_gun_406_x2,1.33,0.868725,0.901302188,,0.2277,51.1072,1.3457,,,,
gun_15_x3_usa,,381,gun_15_x3,usa,,,0.3256,ny_gun_356_x3,1.18,1.15,1.1895,,0.3608,45.4301,1.3062,ny_gun_356_x3,1.2,1.17875,1.2192375,,0.3653,47.0201,1.3225,arizona_gun_356_x3,1.22,1.20821875,1.249718438,,0.3699,47.5381,1.308,arizona_gun_356_x3,1.3,1.22,1.28334375,,0.3745,49.2019,1.3243,iowa_gun_406_x3,1.33,0.868725,0.901302188,,0.2277,51.1072,1.3457,,,,
gun_15_x4_usa,,381,gun_15_x4,usa,,,0.3256,ny_gun_356_x4,1.18,1.15,1.1895,,0.3608,45.4301,1.3062,ny_gun_356_x4,1.2,1.17875,1.2192375,,0.3653,47.0201,1.3225,arizona_gun_356_x4,1.22,1.20821875,1.249718438,,0.3699,47.5381,1.308,arizona_gun_356_x4,1.3,1.22,1.28334375,,0.3745,49.2019,1.3243,iowa_gun_406_x4,1.32,0.868725,0.901302188,,0.2277,51.1072,1.3457,,,,
gun_16_x1_usa,,406,gun_16_x1,usa,,,0.3453,ny_gun_356_x1,1.18,1.22,1.287,,0.3608,45.1423,1.2979,ny_gun_356_x1,1.2,1.2505,1.319175,,0.3653,46.7222,1.3141,arizona_gun_356_x1,1.22,1.3,1.365,,0.3699,47.2369,1.2997,arizona_gun_356_x1,1.3,1.31625,1.3820625,,0.3745,48.8902,1.316,iowa_gun_406_x1,1.33,0.9244125,0.956584688,,0.2277,50.7834,1.3372,,,,
gun_16_x2_usa,,406,gun_16_x2,usa,,,0.3453,ny_gun_356_x2,1.18,1.22,1.287,,0.3608,45.1423,1.2979,ny_gun_356_x2,1.2,1.2505,1.319175,,0.3653,46.7222,1.3141,arizona_gun_356_x2,1.22,1.3,1.365,,0.3699,47.2369,1.2997,arizona_gun_356_x2,1.3,1.31625,1.3820625,,0.3745,48.8902,1.316,iowa_gun_406_x2,1.33,0.9244125,0.956584688,,0.2277,50.7834,1.3372,,,,
gun_16_x3_usa,,406,gun_16_x3,usa,,,0.3453,ny_gun_356_x3,1.18,1.22,1.287,,0.3608,45.1423,1.2979,ny_gun_356_x3,1.2,1.2505,1.319175,,0.3653,46.7222,1.3141,arizona_gun_356_x3,1.22,1.3,1.365,,0.3699,47.2369,1.2997,arizona_gun_356_x3,1.3,1.31625,1.3820625,,0.3745,48.8902,1.316,iowa_gun_406_x3,1.33,0.9244125,0.956584688,,0.2277,50.7834,1.3372,,,,
gun_16_x4_usa,,406,gun_16_x4,usa,,,0.3453,ny_gun_356_x4,1.18,1.22,1.287,,0.3608,45.1423,1.2979,ny_gun_356_x4,1.2,1.2505,1.319175,,0.3653,46.7222,1.3141,arizona_gun_356_x4,1.22,1.3,1.365,,0.3699,47.2369,1.2997,arizona_gun_356_x4,1.3,1.31625,1.3820625,,0.3745,48.8902,1.316,iowa_gun_406_x4,1.32,0.9244125,0.956584688,,0.2277,50.7834,1.3372,,,,
gun_17_x1_usa,,432,gun_17_x1,usa,,,0.3656,ny_gun_356_x1,1.2,1.32,1.3845,,0.3608,44.8629,1.2899,arizona_gun_356_x1,1.27,1.379,1.4405625,,0.3653,45.3571,1.2757,arizona_gun_356_x1,1.22,1.4,1.4625,,0.3699,46.9446,1.2917,arizona_gun_356_x1,1.31,1.4175,1.48078125,,0.3745,48.5877,1.3078,iowa_gun_406_x1,1.33,0.9811125,1.015815938,,0.2277,50.4692,1.3289,,,,
gun_17_x2_usa,,432,gun_17_x2,usa,,,0.3656,ny_gun_356_x2,1.2,1.32,1.3845,,0.3608,44.8629,1.2899,arizona_gun_356_x2,1.27,1.379,1.4405625,,0.3653,45.3571,1.2757,arizona_gun_356_x2,1.22,1.4,1.4625,,0.3699,46.9446,1.2917,arizona_gun_356_x2,1.31,1.4175,1.48078125,,0.3745,48.5877,1.3078,iowa_gun_406_x2,1.33,0.9811125,1.015815938,,0.2277,50.4691,1.3289,,,,
gun_17_x3_usa,,432,gun_17_x3,usa,,,0.3656,ny_gun_356_x3,1.2,1.32,1.3845,,0.3608,44.8629,1.2899,arizona_gun_356_x3,1.27,1.379,1.4405625,,0.3653,45.3571,1.2757,arizona_gun_356_x3,1.22,1.4,1.4625,,0.3699,46.9446,1.2917,arizona_gun_356_x3,1.31,1.4175,1.48078125,,0.3745,48.5877,1.3078,iowa_gun_406_x3,1.33,0.9811125,1.015815938,,0.2277,50.4691,1.3289,,,,
gun_17_x4_usa,,432,gun_17_x4,usa,,,0.3656,ny_gun_356_x4,1.2,1.32,1.3845,,0.3608,44.8629,1.2899,arizona_gun_356_x4,1.27,1.379,1.4405625,,0.3653,45.3571,1.2757,arizona_gun_356_x4,1.23,1.4,1.4625,,0.3699,46.9446,1.2917,arizona_gun_356_x4,1.3,1.4175,1.48078125,,0.3745,48.5877,1.3078,iowa_gun_406_x4,1.32,0.9811125,1.015815938,,0.2277,50.4691,1.3289,,,,
gun_18_x1_usa,,457,gun_18_x1,usa,,,0.3849,ny_gun_356_x1,1.21,1.42,1.482,,0.3608,44.6112,1.2826,arizona_gun_356_x1,1.27,1.4775,1.53075,,0.3653,45.1027,1.2686,arizona_gun_356_x1,1.22,1.5,1.56,,0.3699,46.6813,1.2844,arizona_gun_356_x1,1.31,1.51875,1.5795,,0.3745,48.3151,1.3005,iowa_gun_406_x1,1.33,1.0418625,1.065175313,,0.2277,50.186,1.3215,,,,
gun_18_x2_usa,,457,gun_18_x2,usa,,,0.3849,ny_gun_356_x2,1.21,1.42,1.482,,0.3608,44.6112,1.2826,arizona_gun_356_x2,1.27,1.4775,1.53075,,0.3653,45.1027,1.2686,arizona_gun_356_x2,1.22,1.5,1.56,,0.3699,46.6813,1.2844,arizona_gun_356_x2,1.31,1.51875,1.5795,,0.3745,48.3151,1.3005,iowa_gun_406_x2,1.33,1.0418625,1.065175313,,0.2277,50.186,1.3215,,,,
gun_18_x3_usa,,457,gun_18_x3,usa,,,0.3849,ny_gun_356_x3,1.21,1.42,1.482,,0.3608,44.6112,1.2826,arizona_gun_356_x3,1.27,1.4775,1.53075,,0.3653,45.1027,1.2686,arizona_gun_356_x3,1.22,1.5,1.56,,0.3699,46.6813,1.2844,arizona_gun_356_x3,1.31,1.51875,1.5795,,0.3745,48.3151,1.3005,iowa_gun_406_x3,1.33,1.0418625,1.065175313,,0.2277,50.186,1.3215,,,,
gun_18_x4_usa,,457,gun_18_x4,usa,,,0.3849,ny_gun_356_x4,1.21,1.42,1.482,,0.3608,44.6112,1.2826,arizona_gun_356_x4,1.27,1.4775,1.53075,,0.3653,45.1027,1.2686,arizona_gun_356_x4,1.24,1.5,1.56,,0.3699,46.6813,1.2844,arizona_gun_356_x4,1.3,1.51875,1.5795,,0.3745,48.3151,1.3005,iowa_gun_406_x4,1.32,1.0418625,1.065175313,,0.2277,50.186,1.3215,,,,
gun_19_x1_usa,,483,gun_19_x1,usa,,,0.4047,ny_gun_356_x1,1.22,1.52,1.5795,,0.3608,44.3651,1.2755,arizona_gun_356_x1,1.27,1.57,1.62825,,0.3653,44.8538,1.2616,iowa_gun_406_x1,1.29,1.062815,1.084263375,,0.2221,46.5907,1.2819,iowa_gun_406_x1,1.31,1.079,1.100775,,0.2249,48.2213,1.2979,iowa_gun_406_x1,1.33,1.0924875,1.114534688,,0.2277,49.9091,1.3142,,,,
gun_19_x2_usa,,483,gun_19_x2,usa,,,0.4047,ny_gun_356_x2,1.22,1.52,1.5795,,0.3608,44.3651,1.2755,arizona_gun_356_x2,1.27,1.57,1.62825,,0.3653,44.8538,1.2616,iowa_gun_406_x2,1.29,1.062815,1.084263375,,0.2221,46.5907,1.2819,iowa_gun_406_x2,1.31,1.079,1.100775,,0.2249,48.2213,1.2979,iowa_gun_406_x2,1.33,1.0924875,1.114534688,,0.2277,49.9091,1.3142,,,,
gun_19_x3_usa,,483,gun_19_x3,usa,,,0.4047,ny_gun_356_x3,1.22,1.52,1.5795,,0.3608,44.3651,1.2755,arizona_gun_356_x3,1.27,1.57,1.62825,,0.3653,44.8538,1.2616,iowa_gun_406_x3,1.29,1.062815,1.084263375,,0.2221,46.5907,1.2819,iowa_gun_406_x3,1.31,1.079,1.100775,,0.2249,48.2213,1.2979,iowa_gun_406_x3,1.33,1.0924875,1.114534688,,0.2277,49.9091,1.3142,,,,
gun_19_x4_usa,,483,gun_19_x4,usa,,,0.4047,ny_gun_356_x4,1.22,1.52,1.5795,,0.3608,44.3651,1.2755,arizona_gun_356_x4,1.27,1.57,1.62825,,0.3653,44.8538,1.2616,iowa_gun_406_x4,1.29,1.062815,1.084263375,,0.2221,46.5907,1.2819,iowa_gun_406_x4,1.3,1.079,1.100775,,0.2249,48.2213,1.2979,iowa_gun_406_x4,1.32,1.0924875,1.114534688,,0.2277,49.9091,1.3142,,,,
gun_20_x1_usa,,508,gun_20_x1,usa,,,0.4236,ny_gun_356_x1,1.23,1.62,1.677,,0.3608,44.1418,1.2691,arizona_gun_356_x1,1.27,1.67,1.72575,,0.3653,44.628,1.2552,iowa_gun_406_x1,1.29,1.112065,1.137923438,,0.2221,46.3561,1.2755,iowa_gun_406_x1,1.31,1.129,1.15214748,,0.2249,47.9786,1.2914,iowa_gun_406_x1,1.33,1.1431125,1.166549324,,0.2277,49.6579,1.3076,,,,
gun_20_x2_usa,,508,gun_20_x2,usa,,,0.4236,ny_gun_356_x2,1.23,1.62,1.677,,0.3608,44.1418,1.2691,arizona_gun_356_x2,1.27,1.67,1.72575,,0.3653,44.628,1.2552,iowa_gun_406_x2,1.29,1.112065,1.137923438,,0.2221,46.3561,1.2755,iowa_gun_406_x2,1.31,1.129,1.15214748,,0.2249,47.9786,1.2914,iowa_gun_406_x2,1.33,1.1431125,1.166549324,,0.2277,49.6579,1.3076,,,,
gun_20_x3_usa,,508,gun_20_x3,usa,,,0.4236,ny_gun_356_x3,1.23,1.62,1.677,,0.3608,44.1418,1.2691,arizona_gun_356_x3,1.27,1.67,1.72575,,0.3653,44.628,1.2552,iowa_gun_406_x3,1.29,1.112065,1.137923438,,0.2221,46.3561,1.2755,iowa_gun_406_x3,1.31,1.129,1.15214748,,0.2249,47.9786,1.2914,iowa_gun_406_x3,1.33,1.1431125,1.166549324,,0.2277,49.6579,1.3076,,,,
gun_20_x4_usa,,508,gun_20_x4,usa,,,0.4236,ny_gun_356_x4,1.23,1.62,1.677,,0.3608,44.1417,1.2691,arizona_gun_356_x4,1.27,1.67,1.72575,,0.3653,44.628,1.2552,iowa_gun_406_x4,1.29,1.112065,1.137923438,,0.2221,46.3561,1.2755,iowa_gun_406_x4,1.3,1.129,1.15214748,,0.2249,47.9786,1.2914,iowa_gun_406_x4,1.32,1.1431125,1.166549324,,0.2277,49.6579,1.3076,,,,
###,,,###,russia,,,,SMALL GUNS RUSSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_russia_dd,tb",,51,gun_2_x1,russia,"dd, tb",New line - vanilla fix/supplement,0.1197,brandenburg_gun_76_x1,1.5284,0.7242,0.8485,0.9854,0.8687,36.4259,1.0746,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,small_gun_c_76_x1,2.0429,1.2512,1.4659,1.4777,1.501,52.2026,1.4363,richelieu_gun_120_x1,1.4633,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,richelieu_gun_120_x1,1.4815,0.8046,0.9427,1.6692,0.9652,45.4927,1.0416,,,,
"gun_2_x2_russia_dd,tb",,51,gun_2_x2,russia,"dd, tb",New line - vanilla fix/supplement,0.1197,tsesarevich_gun_152_x2,2.1451,0.6051,0.709,1.5293,0.7259,51.7602,1.527,tsesarevich_gun_152_x2,2.1719,0.6127,0.7179,1.5632,0.735,53.5718,1.5461,atlanta_gun_28_x2,1.6672,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,richelieu_gun_120_x2,1.4452,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,richelieu_gun_120_x2,1.4632,0.8046,0.9427,1.6692,0.9652,45.4927,1.0416,,,,
"gun_2_x3_russia_dd,tb",,51,gun_2_x3,russia,"dd, tb",New line - vanilla fix/supplement,0.1197,dant_gun_305_x3,2.2214,0.2783,0.3261,1.6162,0.3338,57.1815,1.6011,dant_gun_305_x3,2.2491,0.2818,0.3302,1.652,0.338,59.1828,1.6211,atlanta_gun_28_x3,1.6466,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,richelieu_gun_120_x3,1.4274,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,richelieu_gun_120_x3,1.4452,0.8046,0.9427,1.6692,0.9652,45.4927,1.0416,,,,
"gun_2_x4_russia_dd,tb",,51,gun_2_x4,russia,"dd, tb",New line - vanilla fix/supplement,0.1197,dant_gun_245_x4,2.2278,0.3623,0.4245,1.5106,0.4346,58.0638,1.6258,dant_gun_245_x4,2.2558,0.3668,0.4298,1.5443,0.44,60.096,1.6462,richelieu_gun_120_x4,1.3924,0.7849,0.9196,1.5974,0.9415,42.468,1.0161,richelieu_gun_120_x4,1.4098,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,richelieu_gun_120_x4,1.4273,0.8046,0.9427,1.6692,0.9652,45.4927,1.0416,,,,
gun_2_x1_russia,,51,gun_2_x1,russia,,,0.1197,brandenburg_gun_76_x1,1.5284,0.7242,0.8485,0.9854,0.8687,36.4259,1.0746,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,small_gun_c_76_x1,2.0429,1.2512,1.4659,1.4777,1.501,52.2026,1.4363,richelieu_gun_120_x1,1.4633,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,ussr_gun_50_x1,1.9898,0.8051,0.9433,1.4438,0.9658,51.7815,1.399,,,,
gun_2_x2_russia,,51,gun_2_x2,russia,,,0.1197,tsesarevich_gun_152_x2,2.1451,0.6051,0.709,1.5293,0.7259,51.7602,1.527,tsesarevich_gun_152_x2,2.1719,0.6127,0.7179,1.5632,0.735,53.5718,1.5461,atlanta_gun_28_x2,1.6672,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,richelieu_gun_120_x2,1.4452,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,ussr_gun_50_x2,1.9662,0.8059,0.9442,1.443,0.9667,51.8058,1.3997,,,,
gun_2_x3_russia,,51,gun_2_x3,russia,,,0.1197,dant_gun_305_x3,2.2214,0.2783,0.3261,1.6162,0.3338,57.1815,1.6011,dant_gun_305_x3,2.2491,0.2818,0.3302,1.652,0.338,59.1828,1.6211,atlanta_gun_28_x3,1.6466,1.1653,1.3653,1.3882,1.3979,45.5059,1.1868,richelieu_gun_120_x3,1.4274,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,ussr_gun_50_x3,1.9418,0.8059,0.9442,1.392,0.9667,51.8037,1.3996,,,,
gun_2_x4_russia,,51,gun_2_x4,russia,,,0.1197,dant_gun_245_x4,2.2278,0.3623,0.4245,1.5106,0.4346,58.0638,1.6258,dant_gun_245_x4,2.2558,0.3668,0.4298,1.5443,0.44,60.096,1.6462,richelieu_gun_120_x4,1.3924,0.7849,0.9196,1.5974,0.9415,42.468,1.0161,richelieu_gun_120_x4,1.4098,0.7947,0.9311,1.6329,0.9533,43.9543,1.0288,ussr_gun_50_x4,1.9179,0.8059,0.9442,1.392,0.9667,51.8037,1.3996,,,,
gun_2_x1_alt_russia,,51,gun_2_x1_alt,russia,,New line - alternate guns,0.1197,brandenburg_gun_76_x1,1.5284,0.7242,0.8485,0.9854,0.8687,36.4259,1.0746,small_gun_e_76_x1,1.8507,0.7333,0.8591,1.5183,0.8796,53.204,1.3012,small_gun_e_76_x1,1.8739,0.7424,0.8698,1.5522,0.8906,55.0661,1.3175,pen_gun_127_x1,1.6449,0.6927,0.8116,1.861,0.831,49.41,1.1565,clev_gun_127_x1,2.1092,0.6349,0.7439,1.761,0.7616,56.3185,1.4829,,,,
gun_2_x2_alt_russia,,51,gun_2_x2_alt,russia,,New line - alternate guns,0.1197,tsesarevich_gun_152_x2,2.1451,0.6051,0.709,1.5293,0.7259,51.7602,1.527,tsesarevich_gun_152_x2,2.1719,0.6127,0.7179,1.5632,0.735,53.5718,1.5461,maine_gun_152_x2,1.9868,0.6206,0.7271,1.7236,0.7444,51.401,1.4143,pen_gun_127_x2,1.6246,0.6927,0.8116,1.861,0.831,49.41,1.1565,clev_gun_127_x2,2.0831,0.6349,0.7439,1.761,0.7616,56.3185,1.4829,,,,
gun_2_x3_alt_russia,,51,gun_2_x3_alt,russia,,New line - alternate guns,0.1197,dant_gun_305_x3,2.2214,0.2783,0.3261,1.6162,0.3338,57.1815,1.6011,dant_gun_305_x3,2.2491,0.2818,0.3302,1.652,0.338,59.1828,1.6211,maine_gun_152_x3,1.9622,0.6206,0.7271,1.7236,0.7444,51.4009,1.4143,pen_gun_127_x3,1.6046,0.6927,0.8116,1.751,0.831,49.4099,1.1565,clev_gun_127_x3,2.0574,0.6349,0.7439,1.761,0.7616,56.3185,1.4829,,,,
"gun_3_x1_russia_dd,tb",,76,gun_3_x1,russia,"dd, tb",New line - vanilla fix/supplement,0.1519,brandenburg_gun_76_x1,1.3711,0.92,1.0299,0.9459,0.8687,35.0014,1.0326,bouvet_gun_100_x1,1.6008,0.8579,0.9604,1.7215,0.8101,44.0139,1.2056,bouvet_gun_100_x1,1.6208,0.8687,0.9725,1.7596,0.8203,45.5544,1.2207,richelieu_gun_120_x1,1.3127,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,richelieu_gun_120_x1,1.329,1.0222,1.1443,1.6023,0.9652,43.7137,1.0009,,,,
"gun_3_x2_russia_dd,tb",,76,gun_3_x2,russia,"dd, tb",New line - vanilla fix/supplement,0.1519,tsesarevich_gun_152_x2,1.9242,0.7688,0.8607,1.4679,0.7259,49.7361,1.4673,tsesarevich_gun_152_x2,1.9482,0.7784,0.8714,1.5005,0.735,51.4769,1.4856,richelieu_gun_120_x2,1.2805,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x2,1.2965,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,richelieu_gun_120_x2,1.3126,1.0222,1.1443,1.6023,0.9652,43.7137,1.0009,,,,
"gun_3_x3_russia_dd,tb",,76,gun_3_x3,russia,"dd, tb",New line - vanilla fix/supplement,0.1519,dant_gun_305_x3,1.9927,0.3535,0.3958,1.5516,0.3338,54.9454,1.5385,dant_gun_305_x3,2.0175,0.358,0.4008,1.5857,0.338,56.8684,1.5577,richelieu_gun_120_x3,1.2647,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x3,1.2805,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,richelieu_gun_120_x3,1.2964,1.0222,1.1443,1.6023,0.9652,43.7137,1.0009,,,,
gun_3_x1_russia,,76,gun_3_x1,russia,,,0.1519,brandenburg_gun_76_x1,1.3711,0.92,1.0299,0.9459,0.8687,35.0014,1.0326,bouvet_gun_100_x1,1.6008,0.8579,0.9604,1.7215,0.8101,44.0139,1.2056,bouvet_gun_100_x1,1.6208,0.8687,0.9725,1.7596,0.8203,45.5544,1.2207,richelieu_gun_120_x1,1.3127,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,ussr_gun_50_x1,1.7849,1.0228,1.145,1.3859,0.9658,49.7565,1.3443,,,,
gun_3_x2_russia,,76,gun_3_x2,russia,,,0.1519,tsesarevich_gun_152_x2,1.9242,0.7688,0.8607,1.4679,0.7259,49.7361,1.4673,tsesarevich_gun_152_x2,1.9482,0.7784,0.8714,1.5005,0.735,51.4769,1.4856,richelieu_gun_120_x2,1.2805,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x2,1.2965,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,ussr_gun_50_x2,1.7638,1.0238,1.1461,1.3852,0.9667,49.7799,1.345,,,,
gun_3_x3_russia,,76,gun_3_x3,russia,,,0.1519,dant_gun_305_x3,1.9927,0.3535,0.3958,1.5516,0.3338,54.9454,1.5385,dant_gun_305_x3,2.0175,0.358,0.4008,1.5857,0.338,56.8684,1.5577,richelieu_gun_120_x3,1.2647,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x3,1.2805,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,ussr_gun_50_x3,1.7419,1.0238,1.1461,1.3362,0.9667,49.7779,1.3449,,,,
gun_3_x4_russia,,76,gun_3_x4,russia,,,0.1519,dant_gun_245_x4,1.9985,0.4603,0.5153,1.4499,0.4346,55.7932,1.5623,dant_gun_245_x4,2.0235,0.466,0.5217,1.4823,0.44,57.7459,1.5818,richelieu_gun_120_x4,1.249,0.9971,1.1162,1.5334,0.9415,40.8072,0.9764,richelieu_gun_120_x4,1.2646,1.0096,1.1302,1.5674,0.9533,42.2355,0.9886,ussr_gun_50_x4,1.7204,1.0238,1.1461,1.3362,0.9667,49.7779,1.3449,,,,
gun_3_x1_alt_russia,,76,gun_3_x1_alt,russia,,New line - alternate guns,0.1519,brandenburg_gun_76_x1,1.3711,0.92,1.0299,0.9459,0.8687,35.0014,1.0326,bouvet_gun_100_x1,1.6008,0.8579,0.9604,1.7215,0.8101,44.0139,1.2056,small_gun_c_76_x1,1.8326,1.5896,1.7795,1.4184,1.501,50.1612,1.3802,pen_gun_127_x1,1.4756,0.8801,0.9853,1.7862,0.831,47.4778,1.1113,akizuki_gun_b_127_x1,1.7766,0.8754,0.98,1.7709,0.8266,50.8144,1.338,,,,
gun_3_x2_alt_russia,,76,gun_3_x2_alt,russia,,New line - alternate guns,0.1519,tsesarevich_gun_152_x2,1.9242,0.7688,0.8607,1.4679,0.7259,49.7361,1.4673,tsesarevich_gun_152_x2,1.9482,0.7784,0.8714,1.5005,0.735,51.4769,1.4856,maine_gun_152_x2,1.7822,0.7884,0.8826,1.6545,0.7444,49.3909,1.359,pen_gun_127_x2,1.4574,0.8801,0.9853,1.7862,0.831,47.4778,1.1113,akizuki_gun_b_127_x2,1.7546,0.8754,0.98,1.7709,0.8266,50.8144,1.338,,,,
