#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_12,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_13,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_14,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_15,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_12_x4_germany_bb,bc",,305,gun_12_x4,germany,"bb, bc",,,,,,vdt_gun_280_x4,1.1186,1.1977,,0.96,spee_gun_280_x4_a,0.9908,1.0581,,1.06,spee_gun_280_x4_a,0.9908,1.0581,,1.18,spee_gun_280_x4_a,0.9908,1.0581,,1.18,,,,,,,,,,
"gun_13_x1_germany_bb,bc",,330,gun_13_x1,germany,"bb, bc",,,,,,vdt_gun_280_x1,1.2077,1.2868,,0.94,spee_gun_var_280_x1,1.0681,1.1354,,1.06,bismarck_gun_380_x1,0.9092,0.9628,,0.94,bismarck_gun_380_x1,0.9092,0.9628,,0.94,,,,,,,,,,
"gun_13_x2_germany_bb,bc",,330,gun_13_x2,germany,"bb, bc",,,,,,vdt_gun_280_x2,1.2077,1.2868,,0.94,spee_gun_var_280_x2,1.0681,1.1354,,1.06,bismarck_gun_380_x2,0.9092,0.9628,,0.94,bismarck_gun_380_x2,0.9092,0.9628,,0.94,,,,,,,,,,
"gun_13_x3_germany_bb,bc",,330,gun_13_x3,germany,"bb, bc",,,,,,vdt_gun_280_x3,1.2077,1.2868,,0.94,spee_gun_var_280_x3,1.0681,1.1354,,1.06,spee_gun_280_x3_a,1.0681,1.1354,,1.18,spee_gun_280_x3_a,1.0681,1.1354,,1.18,,,,,,,,,,
"gun_13_x4_germany_bb,bc",,330,gun_13_x4,germany,"bb, bc",,,,,,vdt_gun_280_x4,1.2077,1.2868,,0.96,spee_gun_280_x4_a,1.0681,1.1354,,1.06,spee_gun_280_x4_a,1.0681,1.1354,,1.18,spee_gun_280_x4_a,1.0681,1.1354,,1.18,,,,,,,,,,
"gun_14_x1_germany_bb,bc",,356,gun_14_x1,germany,"bb, bc",,,,,,vdt_gun_280_x1,1.2968,1.3759,,0.94,spee_gun_var_280_x1,1.1454,1.2127,,1.06,bismarck_gun_380_x1,0.9728,1.0264,,0.94,bismarck_gun_380_x1,0.9728,1.0264,,0.94,,,,,,,,,,
"gun_14_x2_germany_bb,bc",,356,gun_14_x2,germany,"bb, bc",,,,,,vdt_gun_280_x2,1.2968,1.3759,,0.94,spee_gun_var_280_x2,1.1454,1.2127,,1.06,bismarck_gun_380_x2,0.9728,1.0264,,0.94,bismarck_gun_380_x2,0.9728,1.0264,,0.94,,,,,,,,,,
"gun_14_x3_germany_bb,bc",,356,gun_14_x3,germany,"bb, bc",,,,,,vdt_gun_280_x3,1.2968,1.3759,,0.94,spee_gun_var_280_x3,1.1454,1.2127,,1.06,spee_gun_280_x3_a,1.1454,1.2127,,1.18,spee_gun_280_x3_a,1.1454,1.2127,,1.18,,,,,,,,,,
"gun_14_x4_germany_bb,bc",,356,gun_14_x4,germany,"bb, bc",,,,,,vdt_gun_280_x4,1.2968,1.3759,,0.96,spee_gun_280_x4_a,1.1454,1.2127,,1.06,spee_gun_280_x4_a,1.1454,1.2127,,1.18,spee_gun_280_x4_a,1.1454,1.2127,,1.18,,,,,,,,,,
"gun_15_x1_germany_bb,bc",,381,gun_15_x1,germany,"bb, bc",,,,,,vdt_gun_280_x1,1.3859,1.465,,0.92,bismarck_gun_380_short_x1,1.131,1.1901,,0.86,bismarck_gun_380_short_x1,1.131,1.1901,,0.86,bismarck_gun_380_x1,1.0364,1.09,,0.94,,,,,,,,,,
"gun_15_x2_germany_bb,bc",,381,gun_15_x2,germany,"bb, bc",,,,,,vdt_gun_280_x2,1.3859,1.465,,0.92,bismarck_gun_380_short_x2,1.131,1.1901,,0.86,bismarck_gun_380_short_x2,1.131,1.1901,,0.86,bismarck_gun_380_x2,1.0364,1.09,,0.94,,,,,,,,,,
"gun_15_x3_germany_bb,bc",,381,gun_15_x3,germany,"bb, bc",,,,,,vdt_gun_280_x3,1.3859,1.465,,0.92,bismarck_gun_380_short_x3,1.131,1.1901,,0.86,bismarck_gun_380_short_x3,1.131,1.1901,,0.86,bismarck_gun_380_x3,1.0364,1.09,,0.94,,,,,,,,,,
"gun_15_x4_germany_bb,bc",,381,gun_15_x4,germany,"bb, bc",,,,,,vdt_gun_280_x4,1.3859,1.465,,0.96,bismarck_gun_380_short_x4,1.131,1.1901,,0.86,bismarck_gun_380_short_x4,1.131,1.1901,,0.86,bismarck_gun_380_x4,1.0364,1.09,,0.94,,,,,,,,,,
"gun_16_x1_germany_bb,bc",,406,gun_16_x1,germany,"bb, bc",,,,,,vdt_gun_280_x1,1.475,1.5541,,0.92,bismarck_gun_380_short_x1,1.2001,1.2592,,0.86,bismarck_gun_380_short_x1,1.2001,1.2592,,0.86,bismarck_gun_380_x1,1.1,1.1536,,0.94,,,,,,,,,,
"gun_16_x2_germany_bb,bc",,406,gun_16_x2,germany,"bb, bc",,,,,,vdt_gun_280_x2,1.475,1.5541,,0.92,bismarck_gun_380_short_x2,1.2001,1.2592,,0.86,bismarck_gun_380_short_x2,1.2001,1.2592,,0.86,bismarck_gun_380_x2,1.1,1.1536,,0.94,,,,,,,,,,
"gun_16_x3_germany_bb,bc",,406,gun_16_x3,germany,"bb, bc",,,,,,vdt_gun_280_x3,1.475,1.5541,,0.92,bismarck_gun_380_short_x3,1.2001,1.2592,,0.86,bismarck_gun_380_short_x3,1.2001,1.2592,,0.86,bismarck_gun_380_x3,1.1,1.1536,,0.94,,,,,,,,,,
"gun_16_x4_germany_bb,bc",,406,gun_16_x4,germany,"bb, bc",,,,,,vdt_gun_280_x4,1.475,1.5541,,0.96,bismarck_gun_380_short_x4,1.2001,1.2592,,0.86,bismarck_gun_380_short_x4,1.2001,1.2592,,0.86,bismarck_gun_380_x4,1.1,1.1536,,0.94,,,,,,,,,,
"gun_17_x1_germany_bb,bc",,432,gun_17_x1,germany,"bb, bc",vdt_gun_280_x1,1.5641,1.6432,1.2,0.92,bismarck_gun_380_short_x1,1.2692,1.3283,1.2,0.86,bismarck_gun_380_short_x1,1.2692,1.3283,1.2,0.86,bismarck_gun_380_x1,1.1636,1.2172,1.2,0.94,bismarck_gun_380_x1,1.1636,1.2172,1.2,0.94,,,,,,,,,,
"gun_17_x2_germany_bb,bc",,432,gun_17_x2,germany,"bb, bc",vdt_gun_280_x2,1.5641,1.6432,0.95,0.92,bismarck_gun_380_short_x2,1.2692,1.3283,0.95,0.86,bismarck_gun_380_short_x2,1.2692,1.3283,0.95,0.86,bismarck_gun_380_x2,1.1636,1.2172,0.95,0.94,bismarck_gun_380_x2,1.1636,1.2172,0.95,0.94,,,,,,,,,,
"gun_17_x3_germany_bb,bc",,432,gun_17_x3,germany,"bb, bc",vdt_gun_280_x3,1.5641,1.6432,0.775,0.92,bismarck_gun_380_short_x3,1.2692,1.3283,0.775,0.86,bismarck_gun_380_short_x3,1.2692,1.3283,0.775,0.86,bismarck_gun_380_x3,1.1636,1.2172,0.775,0.94,bismarck_gun_380_x3,1.1636,1.2172,0.775,0.94,,,,,,,,,,
"gun_17_x4_germany_bb,bc",,432,gun_17_x4,germany,"bb, bc",vdt_gun_280_x4,1.5641,1.6432,0.71,0.96,bismarck_gun_380_short_x4,1.2692,1.3283,0.71,0.86,bismarck_gun_380_short_x4,1.2692,1.3283,0.71,0.86,bismarck_gun_380_x4,1.1636,1.2172,0.71,0.94,bismarck_gun_380_x4,1.1636,1.2172,0.71,0.94,,,,,,,,,,
"gun_18_x1_germany_bb,bc",,457,gun_18_x1,germany,"bb, bc",vdt_gun_280_x1,1.6532,1.7323,1.23,0.92,bismarck_gun_380_short_x1,1.3383,1.3974,1.23,0.86,bismarck_gun_380_short_x1,1.3383,1.3974,1.23,0.86,bismarck_gun_380_x1,1.2272,1.2808,1.23,0.94,bismarck_gun_380_x1,1.2272,1.2808,1.23,0.94,,,,,,,,,,
"gun_18_x2_germany_bb,bc",,457,gun_18_x2,germany,"bb, bc",vdt_gun_280_x2,1.6532,1.7323,0.985,0.92,bismarck_gun_380_short_x2,1.3383,1.3974,0.985,0.86,bismarck_gun_380_short_x2,1.3383,1.3974,0.985,0.86,bismarck_gun_380_x2,1.2272,1.2808,0.985,0.94,bismarck_gun_380_x2,1.2272,1.2808,0.985,0.94,,,,,,,,,,
"gun_18_x3_germany_bb,bc",,457,gun_18_x3,germany,"bb, bc",vdt_gun_280_x3,1.6532,1.7323,0.81,0.92,bismarck_gun_380_short_x3,1.3383,1.3974,0.81,0.86,bismarck_gun_380_short_x3,1.3383,1.3974,0.81,0.86,bismarck_gun_380_x3,1.2272,1.2808,0.81,0.94,bismarck_gun_380_x3,1.2272,1.2808,0.81,0.94,,,,,,,,,,
"gun_18_x4_germany_bb,bc",,457,gun_18_x4,germany,"bb, bc",vdt_gun_280_x4,1.6532,1.7323,0.735,0.94,bismarck_gun_380_short_x4,1.3383,1.3974,0.735,0.86,bismarck_gun_380_short_x4,1.3383,1.3974,0.735,0.86,bismarck_gun_380_x4,1.2272,1.2808,0.735,0.94,bismarck_gun_380_x4,1.2272,1.2808,0.735,0.94,,,,,,,,,,
"gun_19_x1_germany_bb,bc",,483,gun_19_x1,germany,"bb, bc",vdt_gun_280_x1,1.7423,1.8214,1.16,0.92,bismarck_gun_380_short_x1,1.4074,1.4665,1.16,0.86,bismarck_gun_380_short_x1,1.4074,1.4665,1.16,0.86,bismarck_gun_380_x1,1.2908,1.3444,1.16,0.94,bismarck_gun_380_x1,1.2908,1.3444,1.16,0.94,,,,,,,,,,
"gun_19_x2_germany_bb,bc",,483,gun_19_x2,germany,"bb, bc",vdt_gun_280_x2,1.7423,1.8214,0.95,0.92,bismarck_gun_380_short_x2,1.4074,1.4665,0.95,0.86,bismarck_gun_380_short_x2,1.4074,1.4665,0.95,0.86,bismarck_gun_380_x2,1.2908,1.3444,0.95,0.94,bismarck_gun_380_x2,1.2908,1.3444,0.95,0.94,,,,,,,,,,
"gun_19_x3_germany_bb,bc",,483,gun_19_x3,germany,"bb, bc",vdt_gun_280_x3,1.7423,1.8214,0.78,0.92,bismarck_gun_380_short_x3,1.4074,1.4665,0.78,0.86,bismarck_gun_380_short_x3,1.4074,1.4665,0.78,0.86,bismarck_gun_380_x3,1.2908,1.3444,0.78,0.94,bismarck_gun_380_x3,1.2908,1.3444,0.78,0.94,,,,,,,,,,
"gun_19_x4_germany_bb,bc",,483,gun_19_x4,germany,"bb, bc",vdt_gun_280_x4,1.7423,1.8214,0.725,0.94,bismarck_gun_380_short_x4,1.4074,1.4665,0.725,0.86,bismarck_gun_380_short_x4,1.4074,1.4665,0.725,0.86,bismarck_gun_380_x4,1.2908,1.3444,0.725,0.94,bismarck_gun_380_x4,1.2908,1.3444,0.725,0.94,,,,,,,,,,
"gun_20_x1_germany_bb,bc",,508,gun_20_x1,germany,"bb, bc",vdt_gun_280_x1,1.8314,1.9105,1.05,0.92,bismarck_gun_380_short_x1,1.4765,1.5356,1.05,0.86,bismarck_gun_380_short_x1,1.4765,1.5356,1.05,0.86,bismarck_gun_380_x1,1.3544,1.408,1.05,0.94,bismarck_gun_380_x1,1.3544,1.408,1.05,0.94,,,,,,,,,,
"gun_20_x2_germany_bb,bc",,508,gun_20_x2,germany,"bb, bc",vdt_gun_280_x2,1.8314,1.9105,0.85,0.92,bismarck_gun_380_short_x2,1.4765,1.5356,0.85,0.86,bismarck_gun_380_short_x2,1.4765,1.5356,0.85,0.86,bismarck_gun_380_x2,1.3544,1.408,0.85,0.94,bismarck_gun_380_x2,1.3544,1.408,0.85,0.94,,,,,,,,,,
"gun_20_x3_germany_bb,bc",,508,gun_20_x3,germany,"bb, bc",vdt_gun_280_x3,1.8314,1.9105,0.7,0.92,bismarck_gun_380_short_x3,1.4765,1.5356,0.7,0.86,bismarck_gun_380_short_x3,1.4765,1.5356,0.7,0.86,bismarck_gun_380_x3,1.3544,1.408,0.7,0.94,bismarck_gun_380_x3,1.3544,1.408,0.7,0.94,,,,,,,,,,
"gun_20_x4_germany_bb,bc",,508,gun_20_x4,germany,"bb, bc",vdt_gun_280_x4,1.8314,1.9105,0.65,0.94,bismarck_gun_380_short_x4,1.4765,1.5356,0.65,0.86,bismarck_gun_380_short_x4,1.4765,1.5356,0.65,0.86,bismarck_gun_380_x4,1.3544,1.408,0.65,0.94,bismarck_gun_380_x4,1.3544,1.408,0.65,0.94,,,,,,,,,,
gun_2_x1_alt_germany,,51,gun_2_x1_alt,germany,,small_gun_b_51_x1,1.7992,2.1079,0.92,1.3837,small_gun_b_51_x1,1.8217,2.1343,0.92,1.4144,small_gun_g_51_x1,1.8444,2.1608,0.92,1.4459,small_gun_g_51_x1,1.8674,2.1878,0.92,1.4781,small_gun_g_51_x1,1.8908,2.2152,0.92,1.5109,,,,,,,,,,
gun_2_x2_alt_germany,,51,gun_2_x2_alt,germany,,tsesarevich_gun_152_x2,0.6051,0.709,0.7,1.5293,tsesarevich_gun_152_x2,0.6127,0.7179,0.7,1.5632,atlanta_gun_28_x2,1.1653,1.3653,0.7,1.3882,atlanta_gun_28_x2,1.1798,1.3822,0.7,1.4191,atlanta_gun_28_x2,1.1946,1.3996,0.7,1.4506,,,,,,,,,,
gun_2_x3_alt_germany,,51,gun_2_x3_alt,germany,,dreadnought_gun_178_x3,0.4813,0.5639,0.55,1.6589,dreadnought_gun_178_x3,0.4873,0.5709,0.55,1.6958,atlanta_gun_28_x3,1.1653,1.3653,0.55,1.3882,atlanta_gun_28_x3,1.1798,1.3822,0.55,1.4191,atlanta_gun_28_x3,1.1946,1.3996,0.55,1.4506,,,,,,,,,,
gun_3_x1_alt_germany,,76,gun_3_x1_alt,germany,,brandenburg_gun_76_x1,0.92,1.0299,1.45,0.9459,brandenburg_gun_76_x1,0.9315,1.0428,1.45,0.967,spee_gun_150_x1,0.7999,0.8955,1.45,1.4882,spee_gun_150_x1,0.8099,0.9067,1.45,1.5213,bismarck_gun_105_x1,0.9608,1.0756,1.45,1.3984,,,,,,,,,,
gun_3_x2_alt_germany,,76,gun_3_x2_alt,germany,,tsesarevich_gun_152_x2,0.7688,0.8607,1.08,1.4679,tsesarevich_gun_152_x2,0.7784,0.8714,1.08,1.5005,spee_gun_150_x2,0.7999,0.8955,1.08,1.4882,spee_gun_150_x2,0.8099,0.9067,1.08,1.5213,bismarck_gun_105_x2,0.9608,1.0756,1.08,1.3984,,,,,,,,,,
gun_3_x3_alt_germany,,76,gun_3_x3_alt,germany,,dreadnought_gun_178_x3,0.6114,0.6845,0.83,1.5925,dreadnought_gun_178_x3,0.619,0.693,0.83,1.628,spee_gun_150_x3,0.7999,0.8955,0.83,1.4882,spee_gun_150_x3,0.8099,0.9067,0.83,1.5213,bismarck_gun_105_x3,0.9608,1.0756,0.83,1.3984,,,,,,,,,,
gun_4_x1_alt_germany,,102,gun_4_x1_alt,germany,,brandenburg_gun_76_x1,1.0976,1.1974,1.7,0.8461,brandenburg_gun_76_x1,1.1114,1.2124,1.7,0.8648,spee_gun_150_x1,0.9543,1.041,1.7,1.3311,spee_gun_150_x1,0.9662,1.054,1.7,1.3607,bismarck_gun_105_x1,1.1463,1.2505,1.7,1.2507,,,,,,,,,,
gun_4_x2_alt_germany,,102,gun_4_x2_alt,germany,,tsesarevich_gun_152_x2,0.9172,1.0006,1.28,1.3129,tsesarevich_gun_152_x2,0.9287,1.0131,1.28,1.342,spee_gun_150_x2,0.9543,1.041,1.28,1.3311,spee_gun_150_x2,0.9662,1.054,1.28,1.3607,bismarck_gun_105_x2,1.1463,1.2505,1.28,1.2507,,,,,,,,,,
gun_4_x3_alt_germany,,102,gun_4_x3_alt,germany,,dreadnought_gun_178_x3,0.7294,0.7957,1,1.4244,dreadnought_gun_178_x3,0.7385,0.8056,1,1.4561,spee_gun_150_x3,0.9543,1.041,1,1.3311,spee_gun_150_x3,0.9662,1.054,1,1.3607,bismarck_gun_105_x3,1.1463,1.2505,1,1.2507,,,,,,,,,,
gun_5_x1_alt_germany_cl,,127,gun_5_x1_alt,germany,cl,friedrich_gun_152_x1,1.25,1.3424,1.25,1.1917,dd_s_gun_d_102_x1,1.0623,1.1408,1.25,1.3211,spee_gun_150_x1,1.0885,1.1689,1.25,1.1191,spee_gun_150_x1,1.102,1.1834,1.25,1.1441,spee_gun_150_x1,1.1159,1.1984,1.25,1.1694,,,,,,,,,,
gun_5_x2_alt_germany_cl,,127,gun_5_x2_alt,germany,cl,tsesarevich_gun_152_x2,1.0461,1.1234,0.95,1.1039,tsesarevich_gun_152_x2,1.0592,1.1375,0.95,1.1284,agamemnon_gun_228_x2,0.7762,0.8336,0.95,1.2586,agamemnon_gun_228_x2,0.7859,0.844,0.95,1.2866,de_Ruyter_gun_150_x2,1.3178,1.4152,0.95,1.1856,,,,,,,,,,
gun_5_x3_alt_germany_cl,,127,gun_5_x3_alt,germany,cl,dido_gun_cal200_x3,0.5213,0.5599,0.75,1.4669,dido_gun_cal200_x3,0.5278,0.5668,0.75,1.4996,agamemnon_gun_228_x3,0.7762,0.8336,0.75,1.2586,agamemnon_gun_228_x3,0.7859,0.844,0.75,1.2866,de_Ruyter_gun_150_x3,1.3178,1.4152,0.75,1.1856,,,,,,,,,,
gun_5_x1_alt_germany,,127,gun_5_x1_alt,germany,"tb, dd, ca, bc, bb",friedrich_gun_152_x1,1.25,1.3424,1.25,1.1917,dd_s_gun_d_102_x1,1.0623,1.1408,1.25,1.3211,spee_gun_150_x1,1.0885,1.1689,1.25,1.1191,spee_gun_150_x1,1.102,1.1834,1.25,1.1441,spee_gun_150_x1,1.1159,1.1984,1.25,1.1694,,,,,,,,,,
gun_5_x2_alt_germany,,127,gun_5_x2_alt,germany,"tb, dd, ca, bc, bb",tsesarevich_gun_152_x2,1.0461,1.1234,0.95,1.1039,tsesarevich_gun_152_x2,1.0592,1.1375,0.95,1.1284,agamemnon_gun_228_x2,0.7762,0.8336,0.95,1.2586,agamemnon_gun_228_x2,0.7859,0.844,0.95,1.2866,akizuki_gun_b_127_x2,1.1912,1.2792,0.95,1.3317,,,,,,,,,,
gun_5_x3_alt_germany,,127,gun_5_x3_alt,germany,"tb, dd, ca, bc, bb",dido_gun_cal200_x3,0.5213,0.5599,0.75,1.4669,dido_gun_cal200_x3,0.5278,0.5668,0.75,1.4996,agamemnon_gun_228_x3,0.7762,0.8336,0.75,1.2586,agamemnon_gun_228_x3,0.7859,0.844,0.75,1.2866,akizuki_gun_b_127_x3,1.1912,1.2792,0.75,1.3317,,,,,,,,,,
gun_6_x2_alt_germany,,152,gun_6_x2_alt,germany,,tsesarevich_gun_152_x2,1.1652,1.2378,0.86,1.1062,tsesarevich_gun_152_x2,1.1798,1.2533,0.86,1.1308,ny_gun_210_x2,0.8957,0.9515,0.86,1.422,bismarck_gun_150_x2,1.0349,1.0994,0.86,1.2823,bismarck_gun_150_x2,1.0479,1.1132,0.86,1.3107,,,,,,,,,,
gun_6_x3_alt_germany,,152,gun_6_x3_alt,germany,,dido_gun_cal200_x3,0.5806,0.6168,0.66,1.4702,dido_gun_cal200_x3,0.5878,0.6244,0.66,1.503,ny_gun_210_x3,0.8957,0.9515,0.66,1.422,bismarck_gun_150_x3,1.0349,1.0994,0.66,1.2823,bismarck_gun_150_x3,1.0479,1.1132,0.66,1.3107,,,,,,,,,,
gun_7_x2_alt_germany,,178,gun_7_x2_alt,germany,,friedrich_gun_228_x2,0.7157,0.754,0.9,1.4794,friedrich_gun_228_x2,0.7248,0.7636,0.9,1.512,vdt_gun_280_x2,0.6705,0.7064,0.9,1.3319,spee_gun_280_x2_a,0.732,0.7712,0.9,1.3036,spee_gun_280_x2_a,0.7413,0.781,0.9,1.3323,,,,,,,,,,
gun_7_x3_alt_germany,,178,gun_7_x3_alt,germany,,dido_gun_cal200_x3,0.6549,0.69,0.705,1.4613,dido_gun_cal200_x3,0.6631,0.6986,0.705,1.4937,vdt_gun_280_x3,0.6705,0.7064,0.705,1.3319,spee_gun_280_x3_a,0.732,0.7712,0.705,1.3036,spee_gun_280_x3_a,0.7413,0.781,0.705,1.3323,,,,,,,,,,
gun_8_x2_alt_germany,,203,gun_8_x2_alt,germany,,friedrich_gun_228_x2,0.7933,0.8307,0.88,1.4616,dido_gun_cal200_x2,0.7349,0.7696,0.88,1.4759,agamemnon_gun_228_x2,1.0809,1.1319,0.88,1.2386,brooklyn_gun_152_x2,0.9561,1.0012,0.88,1.3743,brooklyn_gun_b_152_x2,0.9679,1.0136,0.88,1.2625,,,,,,,,,,
gun_8_x3_alt_germany,,203,gun_8_x3_alt,germany,,dido_gun_cal200_x3,0.7259,0.7602,0.69,1.4437,dido_gun_cal200_x3,0.7349,0.7696,0.69,1.4759,agamemnon_gun_228_x3,1.0809,1.1319,0.69,1.2386,brooklyn_gun_152_x3,0.9561,1.0012,0.69,1.3743,brooklyn_gun_b_152_x3,0.9679,1.0136,0.69,1.2625,,,,,,,,,,
gun_9_x2_alt_germany,,229,gun_9_x2_alt,germany,,friedrich_gun_228_x2,0.8739,0.9106,0.82,1.436,dido_gun_cal200_x2,0.8096,0.8436,0.82,1.4499,vdt_gun_200_x2,1.2511,1.3036,0.82,1.2429,vdt_gun_200_x2,1.2665,1.3197,0.82,1.2708,de_Ruyter_gun_150_x2,2.0215,2.1063,0.82,1.1463,,,,,,,,,,
gun_9_x3_alt_germany,,229,gun_9_x3_alt,germany,,dido_gun_cal200_x3,0.7996,0.8332,0.64,1.4184,dido_gun_cal200_x3,0.8096,0.8436,0.64,1.4499,agamemnon_gun_228_x3,1.1907,1.2407,0.64,1.2169,agamemnon_gun_228_x3,1.2055,1.2561,0.64,1.244,de_Ruyter_gun_150_x3,2.0215,2.1063,0.64,1.1463,,,,,,,,,,
gun_10_x2_alt_germany,,254,gun_10_x2_alt,germany,,brandenburg_gun_279_x2,0.869,0.902,0.9,1.5172,ny_gun_210_x2,1.3266,1.3769,0.9,1.3143,agamemnon_gun_228_x2,1.2965,1.3457,0.9,1.1916,bismarck_gun_380_short_x2,0.7248,0.7523,0.9,1.2892,bismarck_gun_380_x2,0.734,0.7619,0.9,1.2428,,,,,,,,,,
gun_10_x3_alt_germany,,254,gun_10_x3_alt,germany,,dido_gun_cal200_x3,0.8707,0.9038,0.68,1.3889,ny_gun_210_x3,1.3266,1.3769,0.68,1.3143,agamemnon_gun_228_x3,1.2965,1.3457,0.68,1.1916,bismarck_gun_380_short_x3,0.7248,0.7523,0.68,1.2892,bismarck_gun_380_x3,0.734,0.7619,0.68,1.2428,,,,,,,,,,
gun_11_x2_alt_germany,,279,gun_11_x2_alt,germany,,brandenburg_gun_279_x2,0.9402,0.9728,0.82,1.218,friedrich_gun_228_x2,1.0425,1.0786,0.82,1.1538,vdt_gun_280_x2,0.9644,0.9978,0.82,1.0163,spee_gun_280_x2_a,1.053,1.0895,0.82,0.9946,spee_gun_280_x2_a,1.0662,1.1031,0.82,1.0167,,,,,,,,,,
gun_11_x3_alt_germany,,279,gun_11_x3_alt,germany,,dido_gun_cal200_x3,0.942,0.9746,0.66,1.115,dido_gun_cal200_x3,0.9537,0.9868,0.66,1.1399,vdt_gun_280_x3,0.9644,0.9978,0.66,1.0163,spee_gun_280_x3_a,1.053,1.0895,0.66,0.9946,spee_gun_280_x3_a,1.0662,1.1031,0.66,1.0167,,,,,,,,,,
gun_12_x2_alt_germany,,305,gun_12_x2_alt,germany,,friedrich_gun_305_x2,1.0147,1.0469,0.82,1.1033,friedrich_gun_228_x2,1.1252,1.1609,0.82,1.1526,dreadnought_gun_c_305_x2,1.06,1.0937,0.82,1.0073,dreadnought_gun_c_305_x2,1.0734,1.1075,0.82,1.0296,litt_gun_381a_x2,0.884,0.9121,0.82,1.0308,,,,,,,,,,
gun_12_x3_alt_germany,,305,gun_12_x3_alt,germany,,dido_gun_cal200_x3,1.0167,1.049,0.66,1.1139,dido_gun_cal200_x3,1.0293,1.062,0.66,1.1387,dreadnought_gun_c_305_x3,1.06,1.0937,0.66,1.0073,dreadnought_gun_c_305_x3,1.0734,1.1075,0.66,1.0296,litt_gun_381a_x3,0.884,0.9121,0.66,1.0308,,,,,,,,,,
gun_13_x2_alt_germany,,330,gun_13_x2_alt,germany,,friedrich_gun_305_x2,1.0869,1.1189,0.88,1.1005,friedrich_gun_228_x2,1.2052,1.2406,0.88,1.1497,vdt_gun_280_x2,1.1149,1.1477,0.88,1.0127,spee_gun_280_x2_a,1.2172,1.253,0.88,0.9912,richelieu_gun_380_x2,0.918,0.945,0.88,0.9968,,,,,,,,,,
gun_13_x3_alt_germany,,330,gun_13_x3_alt,germany,,dido_gun_cal200_x3,1.089,1.121,0.705,1.1111,dido_gun_cal200_x3,1.1025,1.1349,0.705,1.1359,vdt_gun_280_x3,1.1149,1.1477,0.705,1.0127,spee_gun_280_x3_a,1.2172,1.253,0.705,0.9912,richelieu_gun_380_x3,0.918,0.945,0.705,0.9968,,,,,,,,,,
gun_14_x2_alt_germany,,356,gun_14_x2_alt,germany,,dreadnought_gun_c_305_x2,1.1848,1.2172,0.88,0.9576,dreadnought_gun_c_305_x2,1.1996,1.2324,0.88,0.9789,dreadnought_gun_c_305_x2,1.2144,1.2476,0.88,1.0008,agamemnon_gun_305_x2,1.209,1.242,0.88,1.1224,fus_gun_356_x2_a,1.0483,1.0769,0.88,1.1522,,,,,,,,,,
gun_14_x3_alt_germany,,356,gun_14_x3_alt,germany,,dreadnought_gun_c_305_x3,1.1848,1.2172,0.705,0.9576,dreadnought_gun_c_305_x3,1.1996,1.2324,0.705,0.9789,dreadnought_gun_c_305_x3,1.2144,1.2476,0.705,1.0008,agamemnon_gun_305_x3,1.209,1.242,0.705,1.1224,fus_gun_356_x3_a,1.0483,1.0769,0.705,1.1522,,,,,,,,,,
gun_15_x2_alt_germany,,381,gun_15_x2_alt,germany,,vdt_gun_280_x2,1.2367,1.2683,0.9,0.9606,vdt_gun_280_x2,1.2521,1.2841,0.9,0.9819,vdt_gun_280_x2,1.2679,1.3003,0.9,1.0036,spee_gun_280_x2_a,1.3843,1.4197,0.9,0.9823,spee_gun_var_280_x2,1.4018,1.4376,0.9,1.004,,,,,,,,,,
gun_15_x3_alt_germany,,381,gun_15_x3_alt,germany,,vdt_gun_280_x3,1.2367,1.2683,0.72,0.9606,vdt_gun_280_x3,1.2521,1.2841,0.72,0.9819,vdt_gun_280_x3,1.2679,1.3003,0.72,1.0036,spee_gun_280_x3_a,1.3843,1.4197,0.72,0.9823,spee_gun_var_280_x3,1.4018,1.4376,0.72,1.004,,,,,,,,,,
gun_16_x2_alt_germany,,406,gun_16_x2_alt,germany,,ny_gun_356_x2,1.3095,1.3409,0.93,0.8822,ny_gun_356_x2,1.3258,1.3576,0.93,0.9018,ny_gun_356_x2,1.3425,1.3747,0.93,0.9218,ussr_gun_406_x2,0.9088,0.9306,0.93,1.0359,ussr_gun_406_x2,0.9201,0.9422,0.93,1.059,,,,,,,,,,
gun_16_x3_alt_germany,,406,gun_16_x3_alt,germany,,ny_gun_356_x3,1.3095,1.3409,0.75,0.8822,ny_gun_356_x3,1.3258,1.3576,0.75,0.9018,ny_gun_356_x3,1.3425,1.3747,0.75,0.9218,ussr_gun_406_x3,0.9088,0.9306,0.75,1.0359,ussr_gun_406_x3,0.9201,0.9422,0.75,1.059,,,,,,,,,,
