name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
aim_control_12,aim_control,,$technology_name_aim_control_12,1927,1,46,accuracy_waves(15),,,$technology_desc_aim_control_12,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_13,aim_control,,$technology_name_aim_control_13,1892,1,46,unlockpart(earlyDDtowers_level_2),,,$technology_desc_aim_control_13,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_14,aim_control,,$technology_name_aim_control_14,1895,1,46,unlockpart(earlyDDtowers_level_3),,,$technology_desc_aim_control_14,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_15,aim_control,,$technology_name_aim_control_15,1900,1,46,unlockpart(earlyDDtowers_level_4),,,$technology_desc_aim_control_15,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_16,aim_control,,$technology_name_aim_control_16,1915,1,46,unlockpart(lateDDtowers_level_2),,,$technology_desc_aim_control_16,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_17,aim_control,,$technology_name_aim_control_17,1925,1,46,unlockpart(lateDDtowers_level_3),,,$technology_desc_aim_control_16,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_18,aim_control,,$technology_name_aim_control_18,1892,1,46,unlockpart(earlycruisertowers_level_2),,,$technology_desc_aim_control_18,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_19,aim_control,,$technology_name_aim_control_19,1896,1,46,unlockpart(earlycruisertowers_level_3),,,$technology_desc_aim_control_19,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_20,aim_control,,$technology_name_aim_control_20,1904,1,46,unlockpart(earlycruisertowers_level_4),,,$technology_desc_aim_control_20,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_21,aim_control,,$technology_name_aim_control_21,1911,1,46,unlockpart(latecruisertowers_level_2),,,$technology_desc_aim_control_20,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_22,aim_control,,$technology_name_aim_control_22,1925,1,46,unlockpart(latecruisertowers_level_3),,,$technology_desc_aim_control_20,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_23,aim_control,,$technology_name_aim_control_23,1935,1,46,unlockpart(latecruisertowers_level_4),,,$technology_desc_aim_control_20,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_24,aim_control,,$technology_name_aim_control_24,1892,1,46,unlockpart(early_BB_towers_level_2),,,$technology_desc_aim_control_24,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_25,aim_control,,$technology_name_aim_control_25,1897,1,46,unlockpart(early_BB_towers_level_3),,,$technology_desc_aim_control_25,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_26,aim_control,,$technology_name_aim_control_26,1909,1,46,unlockpart(early_BB_towers_level_4),,,$technology_desc_aim_control_25,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_27,aim_control,,$technology_name_aim_control_27,1914,1,46,unlockpart(late_BB_towers_level_2),,,$technology_desc_aim_control_25,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_28,aim_control,,$technology_name_aim_control_28,1921,1,46,unlockpart(late_BB_towers_level_3),,,$technology_desc_aim_control_25,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_29,aim_control,,$technology_name_aim_control_29,1933,1,46,unlockpart(late_BB_towers_level_4),,,$technology_desc_aim_control_25,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
aim_control_end,aim_control,,$technology_name_aim_control_end,1940,3,140,"end, accuracy(0.5), accuracy_long(1), aim(1), accuracy_wind(1), accuracy_weather(1), accuracy_daytime(1), accuracy_waves(1.5)",,,$technology_desc_aim_control_end,"The ship's pitch, roll and yaw caused by wave action, ship change of direction and board firing are calculated by a 3D gyro stabilizer, reducing significantly the aiming errors. *Reduces accuracy penalties of ship's instability -25%, Reduces accuracy penalties of bad weather -25%*",,
# $techType_name_aim_rangefinder,aim_rangefinder,,,,,,,,,,,,
aim_rangefinder_1,aim_rangefinder,,$technology_name_aim_rangefinder_1,1896,1,96,"aim(70), accuracy(5), weight(tower_main;-10), weight(tower_sec;-10), cost(tower_main;-20), cost(tower_sec;-20), weight(gun;-0.5), cost(gun;-5)",rangefinder_coinc_1,,$technology_desc_aim_rangefinder_1,"An optical device that measures the distance of a targeted ship. Using a single eyepiece the viewer adjusts the lenses until the two reflected images become a perfect match. This equipment improves the base accuracy of the guns. *Enables ""Basic Coincidence Rangefinder"" equipment*",,
aim_rangefinder_2,aim_rangefinder,,$technology_name_aim_rangefinder_2,1905,1,96,"aim(80), accuracy(7.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-35), cost(tower_sec;-35), weight(gun;-1), cost(gun;-7.5)",rangefinder_coinc_2,,$technology_desc_aim_rangefinder_2,,,
aim_rangefinder_3,aim_rangefinder,,$technology_name_aim_rangefinder_3,1911,1,96,"aim(90), accuracy(10), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-50), cost(tower_sec;-50), weight(gun;-1.5), cost(gun;-10)",rangefinder_coinc_3,,$technology_desc_aim_rangefinder_2,,,
aim_rangefinder_4,aim_rangefinder,,$technology_name_aim_rangefinder_4,1917,1,96,"aim(100), accuracy(12.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-65), cost(tower_sec;-65), weight(gun;-2), cost(gun;-12.5)",rangefinder_coinc_4,,$technology_desc_aim_rangefinder_2,,,
aim_rangefinder_5,aim_rangefinder,,$technology_name_aim_rangefinder_5,1923,,96,"aim(110), accuracy(15), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-80), cost(tower_sec;-80), weight(gun;-2.5), cost(gun;-15)",rangefinder_coinc_5,,$technology_desc_aim_rangefinder_2,,,
aim_rangefinder_6,aim_rangefinder,,$technology_name_aim_rangefinder_6,1899,1,96,"aim(40), accuracy_long(7.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-50), cost(tower_sec;-50), weight(gun;-1), cost(gun;-7), multi_targeting_self(10), multi_targeting_other(15)",rangefinder_stereo_1,,$technology_desc_aim_rangefinder_6,"Similar to the coincidence rangefinder, it offers a more advanced binocular viewer that the operator uses to match perfectly the images in each lense but is generally more complex to use compared to the coincidence rangefinder. This equipment improves the long range accuracy of the guns. *Enables ""Basic Stereoscopic Rangefinder"" equipment*",,
aim_rangefinder_7,aim_rangefinder,,$technology_name_aim_rangefinder_7,1907,1,96,"aim(45), accuracy_long(12.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-70), cost(tower_sec;-70), weight(gun;-2), cost(gun;-9), multi_targeting_self(15), multi_targeting_other(20)",rangefinder_stereo_2,,$technology_desc_aim_rangefinder_7,,,
aim_rangefinder_8,aim_rangefinder,,$technology_name_aim_rangefinder_8,1913,1,96,"aim(50), accuracy_long(17.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-90), cost(tower_sec;-90), weight(gun;-3), cost(gun;-11), multi_targeting_self(20), multi_targeting_other(30)",rangefinder_stereo_3,,$technology_desc_aim_rangefinder_7,,,
aim_rangefinder_9,aim_rangefinder,,$technology_name_aim_rangefinder_9,1919,1,96,"aim(55), accuracy_long(22.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-110), cost(tower_sec;-110), weight(gun;-4), cost(gun;-13), multi_targeting_self(25), multi_targeting_other(40)",rangefinder_stereo_4,,$technology_desc_aim_rangefinder_7,,,
aim_rangefinder_10,aim_rangefinder,,$technology_name_aim_rangefinder_10,1925,1,96,"aim(60), accuracy_long(27.5), weight(tower_main;-10), weight(tower_sec;-10),  cost(tower_main;-90), cost(tower_sec;-120), weight(gun;-5), cost(gun;-15), multi_targeting_self(30), multi_targeting_other(45)",rangefinder_stereo_5,,$technology_desc_aim_rangefinder_7,,,
aim_rangefinder_11,aim_rangefinder,,$technology_name_aim_rangefinder_11,1935,1,175,"aim(150), accuracy_long(15), weight(tower_main;-10), weight(tower_sec;-10),  radar(2),  cost(tower_main;-180), cost(tower_sec;-180), accuracy_daytime(10), stat(tspot;150), stat(vis;5), cost(gun;-17.5), multi_targeting_self(45), multi_targeting_other(65), recon(150)",rangefinder_radar_1,,$technology_desc_aim_rangefinder_11,"The Radar is a revolutionary detection system that uses radio waves to determine the range, angle and velocity of objects. *Enables control towers with radar device*",,
aim_rangefinder_12,aim_rangefinder,,$technology_name_aim_rangefinder_12,1940,,200,"aim(165), accuracy_long(20), weight(tower_main;-10), weight(tower_sec;-10), radar(2),  cost(tower_main;-250), cost(tower_sec;-250), accuracy_daytime(20), stat(tspot;200), stat(vis;10), cost(gun;-20), multi_targeting_self(55), multi_targeting_other(75), recon(175)",rangefinder_radar_2,,$technology_desc_aim_rangefinder_12,"The Radar is a revolutionary detection system that uses radio waves to determine the range, angle and velocity of objects. *Enables control towers with radar device*",,
aim_rangefinder_13,aim_rangefinder,,$technology_name_aim_rangefinder_13,1945,,250,"aim(180), accuracy_long(30), weight(tower_main;-10), weight(tower_sec;-10), radar(2),  cost(tower_main;-300), cost(tower_sec;-300), accuracy_daytime(22), stat(tspot;220), stat(vis;20), cost(gun;-25), multi_targeting_self(65), multi_targeting_other(85), recon(200)",rangefinder_radar_3,,$technology_desc_aim_rangefinder_13,"The Radar is a revolutionary detection system that uses radio waves to determine the range, angle and velocity of objects. *Enables control towers with radar device*",,
aim_rangefinder_end,aim_rangefinder,,$technology_name_aim_rangefinder_end,1950,1,500,"end, aim(2), accuracy_long(1), weight(tower_main;-0.3), weight(tower_sec;-0.3),  cost(tower_main;-2.5), cost(tower_sec;-2.5), accuracy_daytime(1.5), stat(tspot;5), multi_targeting_self(1), multi_targeting_other(1)",,,$technology_desc_aim_rangefinder_end,"The Radar is a revolutionary detection system that uses radio waves to determine the range, angle and velocity of objects. *Enables control towers with radar device*",,
# $techType_name_surv_hull,surv_hull,,,,,,,,,,,,
surv_hull_1,surv_hull,,$technology_name_surv_hull_1,1890,,144,start,multi_bottom_0,Mine Protection,$technology_desc_surv_hull_1,"A second inner hull at the bottom of the ship forms a redundant barrier to seawater in case the outer hull is damaged and leaks, reducing significantly the damage impact of torpedoes and mines. *Hull weight +2%, Mines damage -12.5%, Torpedoes damage -5%*",,
surv_hull_2,surv_hull,,$technology_name_surv_hull_2,1895,1,144,"hull(-7.5), cost(hull;-12.5), build(-5), torpedo_anti_damage(5),  torpedo_anti_flooding(10), stat(endurance;4.5), antimine(15)",multi_bottom_1,Mine Protection,$technology_desc_surv_hull_2,"A second inner hull at the bottom of the ship forms a redundant barrier to seawater in case the outer hull is damaged and leaks, reducing significantly the damage impact of torpedoes and mines. *Hull weight +2%, Mines damage -12.5%, Torpedoes damage -5%*",,
surv_hull_3,surv_hull,,$technology_name_surv_hull_3,1916,1,144,"hull(-12.5), cost(hull;-20), build(-10), torpedo_anti_damage(7.5),  torpedo_anti_flooding(15), stat(endurance;7.5), antimine(30)",multi_bottom_2,Mine Protection,$technology_desc_surv_hull_3,"A third inner hull at the bottom of the ship enhances significantly the protection against mines and torpedoes. *Hull weight +2%, Mines damage -25%, Torpedoes damage -10%*",,
surv_hull_4,surv_hull,,$technology_name_surv_hull_4,1893,1,144,"hull(-2.5), cost(hull;-2.5), build(-2.5), torpedo_anti_damage(20), torpedo_anti_flooding(20), anti_torp_weight(-15), stat(floatability;1.5), accel(-2.5), stat(turn;-2.5), stat(endurance;1.5), antimine(3)",torpedo_belt_1,,$technology_desc_surv_hull_4,"The standard torpedo protection reduces chances of getting sunk from a torpedo hit and can be fitted to battleships or large cruisers (larger than 6,000 tons). This protection can work also against side hits from mines. *Mines damage -2.5%, Torpedoes damage -10%, -10% Flooding chance*",,
surv_hull_5,surv_hull,,$technology_name_surv_hull_5,1901,1,144,"hull(-3.5), cost(hull;-3.5), build(-5), torpedo_anti_damage(30),  torpedo_anti_flooding(30), anti_torp_weight(-30), stat(floatability;2.5), accel(-3.5), stat(turn;-4.5), stat(endurance;2.5), antimine(6)",torpedo_belt_2,,$technology_desc_surv_hull_5,"The ship's side armor below the waterline is enhanced with double torpedo bulkheads that can absorb the energy of a torpedo hit or mine. *Mines damage -5%, Torpedoes damage -15%, -20% Fooding chance*",,
surv_hull_6,surv_hull,,$technology_name_surv_hull_6,1909,1,144,"hull(-5), cost(hull;-5), build(-10), torpedo_anti_damage(50),  torpedo_anti_flooding(50), anti_torp_weight(-50), stat(floatability;3.5), accel(-4.5), stat(turn;-6.5), stat(endurance;3.5), antimine(9)",torpedo_belt_3,,$technology_desc_surv_hull_6,"The ship's side armor below the waterline is enhanced with triple torpedo bulkheads increasing further the protection against torpedoes and mines. *Mines damage -7.5%, Torpedoes damage -20%, -30% Flooding chance*",,
surv_hull_7,surv_hull,,$technology_name_surv_hull_7,1921,1,144,"hull(-6.5), cost(hull;-7), build(-15), torpedo_anti_damage(65),  torpedo_anti_flooding(65), anti_torp_weight(-75), stat(floatability;5), accel(-5.5), stat(turn;-8.5), stat(endurance;4.5), antimine(12)",torpedo_belt_4,,$technology_desc_surv_hull_7,"The ship's side armor below the waterline is enhanced with quadruple torpedo bulkheads increasing further the protection against torpedoes and mines. *Mines damage -10%, Torpedoes damage -25%, -40% Flooding chance*",,
surv_hull_8,surv_hull,,$technology_name_surv_hull_8,1930,1,144,"hull(-8), cost(hull;-9), build(-20), torpedo_anti_damage(80),  torpedo_anti_flooding(80), anti_torp_weight(-100), stat(floatability;7.5), accel(-6.5), stat(turn;-10.5), stat(endurance;5.5), antimine(15)",torpedo_belt_5,,$technology_desc_surv_hull_8,"The torpedo belt becomes thicker and extends from the side to the bottom of the hull, offering maximum protection against torpedoes and mines. *Mines damage -12.5%, Torpedoes damage -35%, -40% Flooding chance*",,
surv_hull_end,surv_hull,,$technology_name_surv_hull_end,1940,1,288,"end, hull(-0.1), build(-1), torpedo_anti_damage(0.5),  torpedo_anti_flooding(0.25), anti_torp_weight(-1), stat(floatability;0.5), antimine(0.25)",,,$technology_desc_surv_hull_end,"The torpedo belt becomes thicker and extends from the side to the bottom of the hull, offering maximum protection against torpedoes and mines. *Mines damage -12.5%, Torpedoes damage -35%, -40% Flooding chance*",,
# $techType_name_surv_internal,surv_internal,,,,,,,,,,,,
surv_internal_1,surv_internal,,$technology_name_surv_internal_1,1891,,48,"heal(5), max_crew_training(10), training_efficiency(5)",,,$technology_desc_surv_internal_1,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_2,surv_internal,,$technology_name_surv_internal_2,1890,,48,start,buklheads_0,,$technology_desc_surv_internal_2,"Making the hull's inner sections thicker makes the ship heavier but also more durable against flooding and fire. *Hull weight +2%, *Floatability +5*, Fire extinguishing +10%*",,
surv_internal_3,surv_internal,,$technology_name_surv_internal_3,1892,1,48,"hull(-5), cost(hull;-5), stat(floatability;2.5), fire_stop(10), anti_fire(5), flash(7.5), flash_spread(10)",buklheads_1,,$technology_desc_surv_internal_3,"Making the hull's inner sections thicker makes the ship heavier but also more durable against flooding and fire. *Hull weight +2%, *Floatability +5*, Fire extinguishing +10%*",,
surv_internal_4,surv_internal,,$technology_name_surv_internal_4,1915,1,48,"hull(-10), cost(hull;-10), stat(floatability;5), fire_stop(20), anti_fire(10), flash(12.5), flash_spread(20)",buklheads_2,,$technology_desc_surv_internal_4,"Subdivisions are better sealed with heavier doors guarding them. *Hull weight +10%, *Flooding repairs +2.5%*",,
surv_internal_5,surv_internal,,$technology_name_surv_internal_5,1890,1,48,"start, hull(-5), deck_c(-25), detonation(15), engine_d(10), stat(endurance;2.5), armor_str(3), armor_c(-3), antimine(5)",Citadel_0,,$technology_desc_surv_internal_5,,,
surv_internal_6,surv_internal,,$technology_name_surv_internal_6,1899,1,48,"hull(-7), deck_c(-30), detonation(20), engine_d(15), stat(endurance;3.5), armor_str(5), armor_c(-5), antimine(7.5)",Citadel_1,,$technology_desc_surv_internal_6,"The ammo storage is armored with thicker steel plates protecting it from shells that penetrate the hull. *Hull weight +0.5%, Reduces chance of magazine detonation -30%*",,
surv_internal_7,surv_internal,,$technology_name_surv_internal_7,1912,1,48,"hull(-12.5), deck_c(-35), build(-10), detonation(40), flash(10), flash_spread(10), engine_d(25), stat(endurance;6.5), armor_str(10), armor_c(-8), antimine(10), flaws(-5)",Citadel_2,,$technology_desc_surv_internal_7,"If ship's armor is allocated cleverly in previously weak sections of hull internals, then armor storage and machinery become much more protected against shell penetration. *Requires: ""All or Nothing armor scheme"" technology, Reduces chance of magazine detonation -30%, Reduces Chance of Engine Damage -30%*",,
surv_internal_8,surv_internal,,$technology_name_surv_internal_8,1893,1,48,"hull(-2.5), cost(hull;-20), flooding_stop(15), pump(10)",Anti_Flooding_1,,$technology_desc_surv_internal_8,The loss of ship's list or trim resulting from flooded compartments can be counter-balanced by the controlled flooding of other subdivisions. *Flooding repairs +5%*,,
surv_internal_9,surv_internal,,$technology_name_surv_internal_9,1896,1,48,"hull(-5), cost(hull;-35), flooding_stop(25), pump(20)",Anti_Flooding_2,,$technology_desc_surv_internal_9,The drainage system consists of special piping installed in the ship and pumps that remove water from flooded spaces. *Water pumping +10%*,,
surv_internal_10,surv_internal,,$technology_name_surv_internal_10,1912,1,48,"hull(-8), cost(hull;-45), flooding_stop(33.5), pump(25)",Anti_Flooding_3,,$technology_desc_surv_internal_10,The usage of more advanced pumps speeds up the removal of water from ship compartments. *Water pumping +10%*,,
surv_internal_11,surv_internal,,$technology_name_surv_internal_11,1890,,48,flooding_stop(5),,,$technology_desc_surv_internal_11,Every ship needs to have carefully designed wooden plugs that can patch cracks and leaks on the hull under emergency situations. *Flooding repairs +2.5%*,,
surv_internal_12,surv_internal,,$technology_name_surv_internal_12,1891,1,48,flooding_stop(5),,,$technology_desc_surv_internal_12,If there are hull leaks they can be repaired faster using new specialized equipment. *Flooding repairs +2.5%*,,
surv_internal_13,surv_internal,,$technology_name_surv_internal_13,1894,1,48,stat(floatability;2.5),,,$technology_desc_surv_internal_13,Flooding the side ballast tanks of the hull with seawater can help to keep the ship afloat or preserve its stability. *Floatability +2.5%*,,
surv_internal_14,surv_internal,,$technology_name_surv_internal_14,1900,1,48,flooding_stop(5),,,$technology_desc_surv_internal_14,A watertight structure that can be placed at flooded compartments that need repairs while its interior is kept dry by pumps. *Flooding repairs +2.5%*,,
surv_internal_15,surv_internal,,$technology_name_surv_internal_15,1916,1,48,module_repair(5),,,$technology_desc_surv_internal_15,"A patent allows the construction of a gas mask that is proven invaluable in repair processes, protecting against toxic gas, electricity, fire heat, smoke, debris and many other hazards that are created when a ship becomes damaged. *Ship repairs +5%*",,
surv_internal_16,surv_internal,,$technology_name_surv_internal_16,1918,1,48,"anti_fire(25), fire_stop(10), flash_spread(10)",,,$technology_desc_surv_internal_16,New technologies provide ship materials that are fire proof. *Reduces chance of fire -25%*,,
surv_internal_17,surv_internal,,$technology_name_surv_internal_17,1925,1,48,module_repair(5),,,$technology_desc_surv_internal_17,"Even when there is complete electrical failure, a diesel generator can provide electricity for the most necessary damage control operations. *Ship repairs +5%*",,
surv_internal_18,surv_internal,,$technology_name_surv_internal_18,1897,1,48,"module_repair(10), module_repair_engine(15)",,,$technology_desc_surv_internal_18,Crew organization includes the necessary personnel and at least one damage control officer who help in restoring malfunctioned ship compartments. *Ship repairs +10%*,,
surv_internal_19,surv_internal,,$technology_name_surv_internal_19,1894,1,48,heal(20),,,$technology_desc_surv_internal_19,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_20,surv_internal,,$technology_name_surv_internal_20,1902,1,48,module_repair_engine(35),,,$technology_desc_surv_internal_20,The damage control organization is enhanced with highly capable officers that insure the ship's machinery operation even at critical states of damage. *Engine repairs +10%*,,
surv_internal_21,surv_internal,,$technology_name_surv_internal_21,1903,1,48,"fire_stop(20), flash_spread(15)",,,$technology_desc_surv_internal_21,The newest fire-fighting equipment found on board ships and the specialized training of the personnel provides better fire fighting capabilities. *Fire extinguishing +10%*,,
surv_internal_22,surv_internal,,$technology_name_surv_internal_22,1899,1,48,heal(20),,,$technology_desc_surv_internal_22,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_23,surv_internal,,$technology_name_surv_internal_23,1899,1,48,heal(10),,,$technology_desc_surv_internal_23,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_24,surv_internal,,$technology_name_surv_internal_24,1905,1,48,heal(10),,,$technology_desc_surv_internal_23,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_25,surv_internal,,$technology_name_surv_internal_25,1915,1,48,heal(10),,,$technology_desc_surv_internal_23,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_26,surv_internal,,$technology_name_surv_internal_26,1925,1,48,heal(10),,,$technology_desc_surv_internal_23,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_27,surv_internal,,$technology_name_surv_internal_27,1935,1,48,heal(10),,,$technology_desc_surv_internal_23,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_28,surv_internal,,$technology_name_surv_internal_28,1940,1,48,heal(20),,,$technology_desc_surv_internal_28,Casualties can recover after a battle because of the dedicated first aid personnel that is trained to deal with emergency health situations. *Up to 50% of the casualties of a surviving ship recover after battle*,,
surv_internal_end,surv_internal,,$technology_name_surv_internal_end,1950,1,110,"end, flash(0.5), flash_spread(0.5), anti_fire(0.5), module_repair(2), module_repair_engine(2.5), heal(0.1)",,,$technology_desc_surv_internal_end,The newest fire-fighting equipment found on board ships and the specialized training of the personnel provides better fire fighting capabilities. *Fire extinguishing +10%*,,
# $techType_name_gun_layout,gun_layout,,,,,,,,,,,,
gun_layout_1,gun_layout,,$technology_name_gun_layout_1,1890,,39,"start, weight(tower_main;50), weight(tower_sec;50), main_center(3), main_side(0), super(0), main_barrels(2;bb;bc;ca), sec_barrels(0), sec_caliber(6), var(use_main_side_guns;0)",,,$technology_desc_gun_layout_1,Capital ships can support up to 2x large guns on double turrets along the centreline of the hull. Smaller secondary guns are available in casemates.,,
gun_layout_2,gun_layout,,$technology_name_gun_layout_2,1890,,39,"start, main_barrels(1)",,,$technology_desc_gun_layout_2,Light ships can support small or medium guns on single turrets. Their secondary guns are available in casemates.,,
gun_layout_3,gun_layout,,$technology_name_gun_layout_3,1891,,39,sec_caliber(7),,"1894, 2",$technology_desc_gun_layout_3,Enables 7-inch secondary guns in casemates.,Enables 7-inch secondary guns in casemates.,
gun_layout_4,gun_layout,,$technology_name_gun_layout_4,1892,,39,sec_caliber(8),,"1897, 1",$technology_desc_gun_layout_4,Enables 8-inch secondary guns in casemates.,Enables 8-inch secondary guns in casemates.,
gun_layout_5,gun_layout,,$technology_name_gun_layout_5,1890,,39,"start, main_side(2)",,,$technology_desc_gun_layout_5,Allows up to 2x large side guns (9 inch or higher).,Allows up to 2x large side guns (9 inch or higher).,
gun_layout_6,gun_layout,,$technology_name_gun_layout_6,1890,,39,"start, main_side(4)",,,$technology_desc_gun_layout_6,Allows up to 2x large side guns (9 inch or higher).,Allows up to 2x large side guns (9 inch or higher).,
gun_layout_7,gun_layout,,$technology_name_gun_layout_7,1899,1,39,main_side(6),,,$technology_desc_gun_layout_7,Allows up to 4x large side guns (9 inch or higher).,Allows up to 4x large side guns (9 inch or higher).,
gun_layout_8,gun_layout,,$technology_name_gun_layout_8,1916,1,39,main_side(8),,,$technology_desc_gun_layout_8,Allows up to 6x large side guns (9 inch or higher).,Allows up to 6x large side guns (9 inch or higher).,
gun_layout_9,gun_layout,,$technology_name_gun_layout_9,1906,1,39,main_center(4),,,$technology_desc_gun_layout_9,Allows up to 4x large centreline guns (9 inch or higher).,Allows up to 4x large centreline guns (9 inch or higher).,
gun_layout_10,gun_layout,,$technology_name_gun_layout_10,1907,1,39,main_center(5),,,$technology_desc_gun_layout_10,Allows up to 5x large centreline guns (9 inch or higher).,Allows up to 5x large centreline guns (9 inch or higher).,
gun_layout_11,gun_layout,,$technology_name_gun_layout_11,1909,1,39,main_center(6),,,$technology_desc_gun_layout_11,Allows up to 6x large centreline guns (9 inch or higher).,Allows up to 6x large centreline guns (9 inch or higher).,
